197 128
37|18.36 -0.001951572 0.0038051275 0.0005425821 0.0033251478 0.0027272014 -0.0019012521 -0.0024915084 -0.0029492397 0.0008066137 0.0016619234 0.003634458 0.0030417703 0.00033956397 0.0007648226 -0.000836444 -0.0010561302 -0.0008313571 -0.002197645 0.0008953234 -0.000615798 -0.00026421872 -0.00037852844 -0.0006269132 -0.00028379218 -0.0037422865 -0.0020679717 0.0004164909 -0.0032473134 0.0017890196 0.0030455727 -0.0018030783 0.00075937464 0.003296824 -0.0015808663 -0.0011428572 0.0025312682 -0.0011021767 0.0019585171 -0.0027996541 -0.000679987 0.0008502104 -0.0005429011 0.0015661002 0.000756017 -0.0036747393 0.0018304572 -0.00034121628 0.0029146215 -0.0031862108 -0.0011644021 0.00024034936 0.0017581083 -0.0038390865 -0.00040669454 0.003319106 0.00230507 -0.003164347 -0.003378337 0.00092474045 -0.0005892845 0.0037633625 -0.0036499994 0.0018483304 -0.0025690957 0.0032999136 -0.0022571327 9.582701e-05 0.0019945896 -0.000293977 -0.0012118276 -0.0003695583 0.003656467 0.0005810471 -0.00058798987 0.0037794607 0.0004455854 0.002912224 0.003373821 0.0029810274 -0.002953454 -0.0022300708 0.002679411 -0.0007255438 0.0020992549 0.00043550308 -0.0034114558 -0.0020654516 -0.0038064045 -0.0035969089 0.0001867669 -0.002826248 0.003207351 0.0018663262 0.0011491821 0.0031514317 -0.0033896142 -0.001489069 0.0034864882 0.0027503378 0.003799462 0.002086177 0.0026412862 0.00082082156 -0.0038940131 -0.0019484749 -0.00042181942 0.00090858096 0.002112116 0.0038191415 0.0011176047 0.0005414169 0.0028846832 -0.0026982839 -0.0033481275 -0.0013311653 0.0025001473 0.0028930523 0.0027476272 0.0017239599 -0.0016101268 -0.001370841 0.0024305095 0.0012088403 -0.0009792915 0.0031696183 0.0005492839 0.0032685795 -0.000615273
37|33 -0.001727728 0.0032297052 0.003638827 0.00065911846 0.003452891 0.0010099636 0.0036423549 0.0024884099 0.0029839503 -0.00046165966 0.00017082786 -0.000711573 -0.0034261297 -0.0013855826 0.0038311072 0.003305903 0.0020007617 0.0020159225 -0.0014873897 0.0024688889 0.0026317367 0.0021645243 -0.0009416896 -0.00209783 -0.00020781343 0.0003217781 -0.0021483735 -0.0038601363 0.0027750372 0.0038066874 0.0011971458 0.0027804454 0.0028283752 -9.0666625e-05 0.0023553232 -0.0010360368 -0.000988562 -0.0031144219 0.0029940652 -0.0027865898 0.0027753916 0.0030144192 -6.607478e-05 0.002927422 0.0023817057 0.002187058 0.0010568203 0.0017951288 -0.0022502043 0.0024157043 0.00028095208 -0.0034834675 -0.0038284617 0.0005039569 -0.0027267397 -0.003861724 0.00084584113 -0.0005238422 -0.0037608298 0.0013416703 -0.0006230274 -0.00022183929 0.001273351 0.00039886285 -0.00050541805 -0.00052528986 -0.0028029538 0.0032519244 0.0005259398 0.0018087847 0.0038270918 -0.0007777261 -0.000411406 -0.00096985966 -0.0013163638 -0.0027576312 -0.0019124969 0.00021122316 -0.0011668808 -0.0035672602 0.0021730408 -0.000115581955 0.002273804 0.003732721 -0.0015101357 -0.00010460881 0.00026650986 0.0023461827 0.0001386977 0.0034802863 -0.0009363515 -0.0036234206 -0.0029402182 -0.002581074 0.0026758348 -0.00058766693 0.0037957798 -0.0034254757 -0.0009818255 -0.0032407602 0.002917086 -0.00050107914 -0.0013594957 -0.0035583365 0.001959388 -0.00016417653 0.0010163643 0.0035212438 0.0025801992 -0.0013720759 0.0018839628 -0.002871472 -0.0034523935 0.00071635644 -0.0037229513 -0.002470968 0.0010196912 0.0012406589 -0.0032842522 0.003630796 0.0010093722 0.0011163303 0.0007096352 0.0025491542 -0.0012781704 0.0015825175 0.0013542196 0.00026182018
18|37.27 0.00054893474 0.0018819981 0.0027181462 -0.0013566093 0.0032430617 0.0026452665 0.0028311464 0.0029774085 0.00036234967 -0.0007439535 -0.002674664 0.00071394263 0.003523524 -0.0024530978 0.0020732167 -0.0009978956 -0.000734757 0.0020647722 0.003082674 -0.0014558026 -0.00064711453 0.00043947704 0.003095688 0.0022837878 0.000627913 -0.001623537 0.0036382324 -0.00296819 -0.0008089649 -0.0003065684 0.0005128968 0.0035648756 0.002594799 -0.0017473765 0.0024919305 0.0020943587 0.0010449007 -0.0033340915 -0.0016940623 0.0026762243 -0.001110752 0.0019797813 0.0035267833 -0.002430998 0.001148724 -0.0018320035 -0.0017994522 -0.00030757082 -0.00091075746 -0.0011913151 -0.0004223634 0.0017671991 0.0022469293 -0.0038352425 -0.00093732344 0.00021249907 6.749346e-05 0.00094703457 -0.0006397902 -0.0013305211 0.00032959308 0.001090285 -0.0038310378 0.0006984357 -0.0032871005 -0.0015070514 0.0020012795 -0.0024458363 0.0035039796 -0.0026872887 -0.002345877 0.0014425642 -0.0021959785 -0.0038706006 0.0036750466 0.00045861074 -0.0029931003 0.0038784563 0.00013472406 0.0013860634 0.0008693488 -0.00069323875 0.0020219751 2.470255e-05 0.0014729096 0.00056706264 -0.0005982331 0.0010652763 -0.0010249907 -0.002723586 -0.00010706628 -0.0037857166 -0.0010076611 -0.0033459917 0.0036555706 -0.0023765366 0.00221933 -7.6478085e-05 0.0014322955 0.00038886108 0.0018006111 -0.0014238257 0.0029242241 -0.0013987802 -0.00011256746 0.00014826565 0.00159954 -0.003756767 0.0016198292 0.0010139485 0.0015762609 -0.0028353978 0.0019230568 0.0035112286 0.003086167 0.0033777235 -0.0022187498 0.0025897324 0.0038749753 0.0038091044 0.0036539503 0.003412139 0.0018472149 0.003237642 0.00085881725 -0.0016294968 0.0009311968 0.0035261828
18|37.18 0.0018684221 0.0035206552 0.0020903712 0.0034905295 -0.0036282004 -0.0021650407 -0.0027382753 0.0010537797 0.0018349577 0.003604978 0.0016468944 -0.00060764974 -0.0013506134 0.002127788 0.0013219111 0.0038342702 -1.2692179e-05 -0.0027281228 0.0017635328 0.0035725082 0.0016089822 -0.0017074688 0.0008278778 -0.0006967956 0.0021464673 0.0028321943 -0.00023716032 4.1761166e-05 0.0014419968 0.0012738447 -0.0032202653 -0.002759006 -0.0025762788 -0.00021940231 -0.0009070986 0.0035092868 -0.0017577822 0.0034774705 0.0035038737 0.0018993675 0.0007394013 -0.0013153994 0.003732559 -0.001244375 -0.0015004863 -0.0018067197 0.0035636062 0.0019137849 -0.0011681048 -0.0007285154 0.0009289802 -0.00064594555 -0.0029241191 0.0014790879 -0.0020728281 -0.0028057878 -0.00019313028 -0.002815322 0.0023790186 0.0035270127 -0.00054423563 -0.0011802401 -0.0035824508 -0.00062655815 0.0007792781 8.314851e-05 0.0011142625 -0.00053378963 -0.003838325 0.0003941444 -0.0018100069 0.0037494805 0.003842803 -0.003400147 -0.00134708 -0.0027226217 0.00016988392 -0.0031383114 0.0027019149 -0.003322644 0.0013095773 -0.0034536093 -0.002537196 -0.0008210006 0.0037548707 -0.0035379622 -0.000204004 0.0006711031 -0.003200179 0.001307855 -0.0015080373 -0.003821036 0.0006673173 0.0006787012 0.001004782 -0.0007310813 0.0010602985 -0.0032111115 0.0006322547 0.0035901105 0.001380074 -0.0027745701 -0.0031547649 0.0012324849 0.0028028195 0.0029707598 -0.00048736806 -0.0037522125 -0.0026955085 -0.003310928 -0.001914436 0.0005081067 -0.0028820036 -0.00306816 -0.0036151886 0.002788536 0.0002421325 0.002328274 -0.0008288574 0.0020569423 0.0020878883 -0.0023556957 -0.0014096217 0.0017716173 0.0026124925 0.0017127526 -0.0016997856 0.002768802
37|18.37 0.0038171082 0.0034219786 -0.002810307 0.0006462265 0.0030384175 0.000763533 0.0026937453 -0.0024088493 0.0033066915 0.0036241226 0.0026166604 0.000109586996 -0.0020749338 -0.0023525232 -0.0019958261 0.0039148047 0.003067588 -0.0012904935 -0.0025510252 0.0011894713 -4.744437e-05 -0.0010871859 -0.00063724717 -0.0015716511 0.0036650463 0.0023255982 -0.0028456808 -0.0028341427 -0.0034261218 0.0025361709 0.0002712758 0.00037233092 -0.0026985656 0.0013294383 -0.003352561 0.0037589632 -0.002151691 -0.0032265019 0.0011600365 0.0001384027 -0.0038102553 0.0025624663 -0.0017156848 9.415356e-05 -0.0033233655 -0.0012872097 0.0022405994 -0.0032893114 0.003638047 0.0011175115 -0.00018801763 0.00041207203 0.0029085136 -0.0036973732 0.0037917483 -0.003690566 0.00015141563 0.0010016335 0.0020700847 0.003792047 0.0035993028 -0.002342546 0.0010327377 0.001007149 -0.0034286613 -0.0015539093 0.001954564 -0.0035717175 0.0016298501 0.00315287 0.0016564802 0.00046654593 -0.00182581 0.0029940337 -0.0028434123 -0.00037934154 -0.001342107 -0.0024303156 0.00041651723 0.0013670855 -0.00025653085 0.0026404457 -0.003852857 0.0028799034 0.002065669 -0.00071123656 0.003297956 -0.0010707482 0.001629551 0.0023579479 -0.0009918904 0.0010272679 -0.0009798588 -0.0012838327 0.0015150975 0.0037642317 0.00024584893 0.0017196948 -0.002912542 -0.0024770673 -0.0014201746 0.0021974412 -0.002660942 -0.003576243 0.0010437686 -0.00184649 -0.0020098386 0.0011975102 0.0008083612 -0.00054528576 0.002980342 0.0027452423 -0.0024534 -0.0008373081 -0.0024174294 -0.0035993278 0.0035555626 0.0011374207 -0.0011680471 -0.0019415399 -0.0027250305 0.0038528375 0.0007822797 0.003122291 -0.0016948255 0.0010789451 -0.0032956714 -0.001111954
18|37.16 -0.00016149301 -0.0026722318 8.94319e-05 0.0020282296 -0.00079837395 0.0030221746 -0.0032374496 -0.0004127429 0.0034730695 0.0013405965 -0.0025988694 0.002076678 -0.00033917322 0.0028507337 0.001996158 -0.00054743973 -0.0032797896 -0.0012121138 -0.0031542347 -0.00057973765 0.0024884692 -0.0011251791 0.0014258893 -0.0019820556 0.0038204358 -0.0028430985 0.00350909 -0.002260503 0.0022798472 -0.0033943146 7.620645e-05 -0.0036777114 -0.0021455397 -0.00019174564 0.0013127911 -0.0012832349 -0.0014847282 0.0030531096 0.0020631088 -0.0020240585 0.0026740378 0.0037686252 -0.0033578603 0.0005696346 -0.0024736268 0.0029964764 0.0034194337 -0.0029280244 0.0031019275 0.003241226 -0.0021094223 0.003821152 -0.0005095514 -0.0028655562 -0.00084951305 -0.002868197 -0.0034263977 -0.0013073091 0.00057569257 0.002580039 -0.0019568587 -0.0014590377 -0.003472805 -0.0033964391 0.001512357 0.0035590234 0.002343772 -0.00021498317 0.0038418407 0.0034482656 -0.0013514587 0.0020962069 0.00091827556 -0.0018070884 -0.0026800446 1.9806022e-05 0.00021831473 0.0021668538 0.0002722088 0.0037715635 0.0019739785 0.002764676 0.0037833762 0.0007753508 -0.0031360737 -0.0005119199 -0.0016382921 0.0003729439 -0.002542515 -0.0026872908 0.0031363934 0.0021194208 -0.0013361858 0.002236469 -0.0024160303 0.0027868932 -0.0034791285 0.0021864888 0.001518981 0.0033200672 -0.0038721992 0.0016376425 -0.0005126927 0.002730502 -0.0019587146 0.001548839 -0.0032611398 -0.0012732456 -0.000693206 -0.0014773647 -0.002357773 -0.0038842063 -0.0014023561 -0.0022241601 -0.000991485 0.003082108 0.0015768247 0.0032303277 -0.0038862163 -0.002452861 0.0018979027 0.0024639983 0.000656783 -0.00097108097 -0.0009784772 -0.003620696 0.003541435 -0.0003520794
37|24 0.0033666554 0.003478815 -0.00028847682 0.0036265105 -0.00046412714 -0.0034689603 -0.001845584 -0.002012313 -0.0029875366 -0.0032157074 0.0022054208 -0.001070484 -0.0033788257 0.0029802069 -0.0036375003 0.0032789009 0.003059167 4.110336e-06 0.0014312254 0.0012547604 -0.0022658869 -0.003537791 0.001019965 -0.0020854573 -0.0009227375 0.002983698 -0.0013449636 -0.0028616833 0.003329398 1.28080155e-05 0.00093714916 0.003167961 -0.002918402 0.00046080758 0.0037617758 -0.0017789592 4.604951e-05 0.0027957647 -0.0013160994 0.0013244244 -0.00085382396 0.0017491005 0.0029630768 -0.0027309975 -0.003213029 0.0038474617 -0.0012720986 0.0023779469 -0.0004315769 0.00044898415 0.0012531043 -0.00076366845 -0.0015069224 -0.00279711 -0.0015569796 -0.00035412205 -0.0011266685 0.003532118 -0.0025036982 0.0026205075 0.003723372 0.0036958798 0.0029534425 0.0034592045 0.0035221595 -0.0034015642 0.0014765409 -0.0010483155 0.00035612826 0.00076378166 -0.0022074918 3.5165383e-05 0.00068433356 0.0023406679 0.001218912 0.0016748392 -0.001834088 0.0035540026 0.0022405533 -0.0015809728 0.0005311999 -0.00022515348 0.0028562953 0.0006021809 -0.00019327427 -0.00063208764 -0.0026473338 -0.0031416584 0.0013617076 0.0030945241 -0.0021349913 -0.001506424 -0.0021685543 0.0031816373 0.0008222217 0.0018639136 0.0028494995 -0.0016311792 0.002484716 0.0010561445 0.0014982948 -0.0006569264 -0.0026763305 -0.003209392 0.0034290494 -0.0006333687 0.0032369902 -0.0033809624 -0.0014874935 -0.0031669755 -0.00063770707 -0.0012835969 -0.0031566117 0.0020321119 0.003172479 -0.0014878912 -0.0022060587 0.0022849299 0.0024057697 0.0015858193 -0.0030169853 0.0018420367 -0.0020014609 -0.0034712176 -0.003841906 0.0033690967 -0.0013073866 0.002067341
37|7 0.0023190656 -0.0034181853 0.0013957663 -0.0011063142 0.0016519229 -0.0028299065 0.0032358023 -0.003222988 -0.0016909229 0.0017396236 -0.0023385722 -0.0009673277 0.0030478246 -0.00070165517 -0.0027044641 0.002198904 0.0035024113 -0.0034132295 0.00089633453 -0.002351816 -0.0027123298 0.0017850549 0.0021300225 -0.00041336383 0.003366098 -0.0010648693 0.0027006103 0.0017835876 0.002559834 0.0028794839 0.0021272546 0.0038274657 0.0025786883 -5.5930836e-05 0.0032992575 0.0037886626 0.003765856 0.0025908353 -0.0008187198 0.0033444203 -0.0028614847 -0.0019640648 0.0035759942 -0.0039017405 0.00121254 -0.00018587233 -0.0005959587 0.0022891446 0.0015319756 -0.0031162333 0.0035789919 0.00046397763 -0.0020277738 0.0038455676 -0.0036808029 0.0028219826 0.0038035924 0.0012077028 -0.00062034564 -0.002723989 0.0021126047 0.0028855524 -7.4740994e-05 0.00028077443 -0.0003496092 0.0013959178 -0.0026878347 -0.0018812779 0.00020861546 0.0001775982 -0.0013477547 -0.0039143725 0.000769776 0.0033451675 -0.001332591 -0.0022663677 0.0022184867 0.00059478276 -0.0027771806 -0.0027073964 -0.0031699669 -0.0015834051 -0.0016501462 0.0029834819 -0.0026366771 0.0024391094 -0.0037897578 0.001439351 0.003810125 0.0024760466 0.00018035375 0.0034716497 0.00035965358 -7.9092955e-05 -0.0002998624 0.0022027192 -0.0005551575 -0.0020054176 0.0012620904 -0.0034171878 -0.00122912 -0.0021401662 0.0007612043 -0.0016654398 -0.0030846829 -0.0017827592 -0.0016988217 0.0014426905 0.00017243468 -0.0024965913 0.0019649449 0.0001456184 0.0014342166 0.0030044634 0.00040005494 -0.0027264962 0.0033823117 0.0026248745 0.00026367756 0.0028055666 -0.00041878698 0.0023918147 0.0022717386 0.0036532613 -0.00060721673 0.0011716598 0.0029121062 0.003751342
37|27 0.0030986695 -0.0013181164 0.0032605769 0.0022533115 0.00040845628 0.0011404778 0.0021172129 -0.002329435 -0.0015006477 -0.0032504376 -0.0018581585 -0.0030992313 0.0023554862 0.0012253675 0.0003231876 0.0014995781 0.0024138682 0.0028098167 0.0015321586 -0.0031996162 0.0034562752 0.0021427397 0.00030791556 -0.0007762701 -0.0018097063 0.002296937 0.0028805835 -0.0012364619 0.000111102796 -0.0032882972 0.0027987077 -0.0013064198 0.0016451621 0.001196427 0.00040528984 0.0027629207 0.00070420647 0.0027080243 0.00018374022 0.0027367084 0.0029510497 -0.003119199 0.0020747364 0.0009011501 -0.003642281 0.0011553129 0.0017577702 0.0010538673 0.0035847225 4.0040402e-05 0.00022769348 0.0037361118 0.0024446435 0.0037288878 -0.0030486055 0.0025405812 0.003114514 -0.0028608034 0.0004901581 0.00031092373 -0.0007499189 0.0032135535 0.0018641647 -0.0013525572 0.0023103736 -0.0017030927 -0.00072496274 -0.0032814823 -0.0007196832 -0.0010948608 0.00042726795 -0.0035853246 -0.0024605363 0.0010889793 0.0010376472 0.0028719672 -0.0023068544 -0.0023386527 0.0017131653 0.0038535453 -0.003135432 0.0011702585 -0.001580774 -0.0032439001 0.001667149 0.0018363068 -0.0018721375 0.0015560762 -0.0031081745 -0.00057811243 0.002665636 -0.0026439298 -0.003261534 0.0002461158 -0.0018070615 0.0019870785 -0.0017480669 0.0034846056 0.0030847436 0.0032292425 0.001194268 4.1400675e-05 0.00041162714 0.0016123556 -0.00084310427 0.0034573032 0.0037136257 -0.00023194762 0.0028634518 -0.0025212101 0.0002694379 -0.0010585276 0.0020167532 0.0014350147 0.0010328814 0.0011482522 0.0026682753 -0.0038598054 -0.0021905052 0.0012615004 -0.00070734386 0.003587638 0.0005499819 0.001714825 -0.0010078627 0.0028344546 0.0023409468 0.0014608911
18|37.18.37.31 0.0016133909 0.0013583585 0.0014737967 -0.0029942957 0.00022366669 -0.0005902385 -0.0004146519 0.002163822 -0.0017359336 -0.002503221 -0.0013975992 -0.0034242207 -0.0016444502 0.0032740263 0.00085773016 0.002354219 0.0034818486 -0.0034028091 -0.0018524532 0.0034758914 0.00103984 0.0002853348 -0.0038051263 0.0016240469 -0.0019450752 -0.0030905295 0.0006540432 0.0006670678 -0.00031914972 -0.0036310244 -0.0029561897 -0.0024757173 -0.0008303661 -0.0020458978 0.0008294808 -0.0008942348 -0.002965205 0.0002722494 -0.0036141465 -0.00045849674 0.001507781 0.0032727295 0.00078167795 -0.000108538086 -0.0026348685 0.0023755718 0.00079100515 0.0013937438 0.0036065234 -9.638636e-05 0.0006848187 -0.000324404 -0.0007586773 -0.0033371267 -0.0026221173 0.0029776723 0.0007096089 0.0009557632 -0.002454891 -0.0035245745 -0.00010494991 0.0016136024 -0.0030351565 0.0031963198 -0.0033446513 0.0018040307 0.0021020067 0.000112800415 0.0025664775 0.0014362029 0.0023326515 -7.57672e-05 -0.0015166658 -0.0024023433 0.0024821726 0.0006860008 0.001539526 -0.0012167768 -0.0017132672 0.00027951557 -0.0018819674 -0.0018017377 0.0022433733 8.907492e-05 -0.0026159626 -3.6529595e-06 0.0017942794 -0.0027654024 -0.0010209663 0.0037355872 -0.0017378604 -0.00045466272 0.0012049031 -0.0003853638 0.0012360357 0.0027180628 0.0017948659 -0.0017930242 -0.00080210867 -0.002890329 0.0017721389 -0.0013337707 -0.0037991726 0.000519917 -0.0023079517 -0.0025086997 -0.00058029394 -0.0019326811 0.0017657883 -0.0032066454 0.00094094983 0.0033987723 -0.0021392799 -0.002317567 0.0015257656 -0.0025519298 -0.0017990858 0.00087176764 0.00084584777 0.0013780608 -0.0009754904 -0.0002859674 0.00055114186 -0.0036085409 0.0019934145 0.00075292523 0.00023233471 -0.001968961
