grade,struc0,struc1,struc2,struc3
0.0,1.606060606060606,1.5151515151515151,2.121212121212121,10.924242424242424
0.5,1.5595238095238095,1.2976190476190477,1.7380952380952381,9.952380952380953
0.8,1.7941176470588236,1.2205882352941178,1.6470588235294117,11.455882352941176
0.9,2.210526315789474,2.374269005847953,3.7777777777777777,15.970760233918128
1.0,1.975220009263548,1.5617183881426586,2.3318666049096803,12.023274664196387
