grade,struc0,struc1,struc2,struc3
0.0,10.232558139534884,1.6744186046511629,1.5,3.36046511627907
0.5,8.655555555555555,1.2555555555555555,1.1222222222222222,2.4555555555555557
0.8,10.615384615384615,1.935897435897436,1.1666666666666667,2.9358974358974357
0.9,14.034246575342467,2.084474885844749,2.1575342465753424,5.678082191780822
1.0,11.18414399838204,1.9716857113965012,1.5230053594903428,3.644959045403984
