grade,struc0,struc1,struc10,struc11,struc12,struc13,struc2,struc3,struc4,struc5,struc6,struc7,struc8,struc9
0.0,4.616666666666666,2.033333333333333,3.6166666666666667,0.7833333333333333,0.2,0.48333333333333334,0.48333333333333334,0.5666666666666667,0.15,1.4166666666666667,1.0,0.45,0.55,0.35
0.5,3.63768115942029,2.5217391304347827,3.0434782608695654,0.6956521739130435,0.10144927536231885,0.7101449275362319,0.2898550724637681,0.42028985507246375,0.2898550724637681,1.3043478260869565,0.7536231884057971,0.21739130434782608,0.463768115942029,0.5072463768115942
0.8,4.4375,2.546875,3.125,0.625,0.15625,0.453125,0.625,0.40625,0.328125,1.625,1.0,0.390625,0.421875,0.421875
0.9,6.711370262390671,3.542274052478134,5.6209912536443145,0.9300291545189504,0.0728862973760933,0.23323615160349853,0.9795918367346939,0.793002915451895,0.26239067055393583,1.6588921282798834,1.760932944606414,0.8221574344023324,0.47230320699708456,0.40524781341107874
1.0,4.666288308740068,2.807541934670198,3.843107579770463,0.8574851809812082,0.21717744986757473,0.5966704502459327,0.5291966200025224,0.479127254382646,0.27342666162189433,1.45352503468281,1.2276453525034683,0.36713330810947153,0.49918022449236976,0.501954849287426
