source,target,value
36|20,6|36,8
36|20,19|36,9
36|20,12|36.20,22
4|12,10|4,14
4|12,37|4,20
4|12,12|4,13
4|12,30|4,12
12|0,15|12,8
12|0,37|,43
12|0,21|12,18
12|37.23,37|,37
12|37.23,8|,11
37|10,12|37.10,37
19|36,37|19,23
19|36,20|19,8
12|36.1,37|,29
12|37.20,37|,67
12|37.20,9|,21
12|37.20,36|12,20
36|19,20|36.19,12
36|19,12|36.19,24
12|8,37|,66
12|8,36|12,12
12|8,25|12,11
18|12.31,7|18,47
18|12.31,25|18,8
18|12.31,37|18,15
15|36,36|15,11
15|36,0|15,12
15|36,37|15,8
15|36,21|15.36,11
34|12,12|34.12,11
34|12,28|34,10
34|12,22|34,53
34|12,36|34,35
34|12,25|34.12,14
34|12,37|34,52
12|36,4|12,12
12|36,29|12.36,26
12|36,10|,33
12|36,19|12,64
12|36,6|12,16
12|36,13|,71
12|36,30|12,12
12|36,34|12.36,9
12|36,37|,2114
12|36,1|12.36,13
12|36,36|12.36,416
12|36,15|12.36,14
12|36,20|12.36,9
12|36,11|12.36,13
12|36,28|12,10
12|36,8|,123
12|36,5|12,9
12|36,17|12.36,10
12|36,2|12,38
12|36,3|12.36,14
12|36,24|12,11
12|36,31|,65
12|36,9|,151
12|36,32|,68
12|36,23|,20
12|36,16|12,8
12|36,26|12,13
12|36,27|12,9
12|36,25|12.36,9
12|36,7|,17
12|36,21|12,18
12|36,0|12.36,10
12|36,33|12,10
12|36,18|12.36,10
12|36,22|,29
12|37.27,36|12,20
12|37.27,37|,113
12|37.27,10|,33
12|37.27,25|12,17
37|32,12|37.32,8
12|0.15,21|12,8
26|,12|26,12
26|,37|26,76
26|,33|,323
26|,2|26,17
26|,25|,16
26|,36|,27
37|22,12|37.22,19
37|9,12|37.9,23
37|23,12|37.23,37
11|12.36,13|11.12,9
11|12.36,37|11,13
12|1,37|,55
12|1,29|,10
12|36.33,37|,27
12|37.19,37|,91
12|37.19,9|,28
12|37.19,36|12,16
12|37.30,36|12,9
12|37.30,4|12,9
12|37.30,8|,11
12|37.30,37|,69
12|37.13,37|,120
12|37.13,13|,8
12|37.13,25|12,16
12|37.13,31|,19
12|34.12,37|,11
12|34.12,22|,16
0|25.12,36|0.25,12
0|25.12,12|0,11
0|25.12,15|0,12
1|12,25|1.12,10
1|12,12|1,18
1|12,36|1,29
1|12,37|1,69
1|12,29|1,48
25|18,37|,31
25|18,36|25,13
36|21,12|36.21,28
29|12.31,1|,29
19|20.12,6|19.20,8
12|37.21,9|,10
12|37.21,19|12,22
12|37.21,36|12,12
12|37.21,37|,158
12|37.21,25|12,16
24|12,36|24.12,8
24|12,37|24,43
24|12,3|24.12,13
24|12,12|,9
24|12,25|24,8
24|12,27|24.12,13
11|,25|11,17
11|,13|,77
11|,36|11,45
11|,37|11,165
11|,18|11,9
11|,0|,14
11|,12|11,39
36|0,15|36.0,16
36|0,21|36,19
36|0,12|36.0,15
36|32,17|36,17
36|32,12|36,30
