27|,24|,42
27|,12|,57
27|,37|,203
27|,3|,11
27|,36|,42
27|,25|,45
29|,25|,27
29|,1|,289
29|,12|,60
29|,37|,123
29|,0|,11
29|,15|,14
29|,36|,64
9|,11|,19
9|,8|,13
9|,20|,17
9|,12|,171
9|,0|,16
9|,37|,615
9|,19|,28
9|,36|,201
9|,18|,17
9|,25|,20
25|,29|,88
25|,9|,12
25|,34|,95
25|,33|,26
25|,28|,16
25|,2|,78
25|,7|,19
25|,5|,10
25|,8|,28
25|,20|,63
25|,13|,65
25|,11|,50
25|,36|,376
25|,4|,18
25|,21|,11
25|,37|,1146
25|,31|,26
25|,24|,23
25|,12|,494
25|,0|,62
25|,16|,14
25|,19|,44
25|,15|,59
25|,26|,29
25|,17|,45
25|,6|,30
25|,32|,74
25|,3|,74
25|,1|,45
25|,30|,26
25|,22|,47
25|,10|,62
25|,18|,34
25|,23|,40
19|,6|,89
19|,25|,17
19|,20|,210
19|,12|,74
19|,37|,162
19|,36|,60
28|,34|,184
28|,12|,63
28|,37|,146
28|,22|,33
28|,36|,44
2|,25|,17
2|,12|,30
2|,33|,34
2|,37|,53
2|,36|,33
2|,26|,354
7|,31|,20
7|,25|,93
7|,12|,62
7|,37|,116
7|,36|,62
7|,18|,55
21|,25|,48
21|,12|,84
21|,37|,237
21|,0|,62
21|,15|,23
21|,36|,56
8|,9|,16
8|,25|,16
8|,12|,133
8|,32|,13
8|,37|,678
8|,36|,175
8|,23|,12
20|,6|,299
20|,25|,18
20|,12|,58
20|,37|,135
20|,19|,62
20|,36|,65
31|,29|,14
31|,25|,21
31|,12|,351
31|,37|,125
31|,36|,47
31|,7|,15
31|,18|,32
11|,13|,77
11|,25|,89
11|,12|,89
11|,37|,168
11|,0|,14
11|,36|,75
11|,18|,52
36|,27|,30
36|,29|,41
36|,9|,33
36|,25|,92
36|,33|,22
36|,28|,12
36|,2|,23
36|,7|,27
36|,21|,33
36|,8|,26
36|,20|,41
36|,31|,14
36|,11|,36
36|,4|,22
36|,13|,42
36|,24|,24
36|,12|,3995
36|,0|,49
36|,16|,18
36|,19|,55
36|,15|,67
36|,34|,16
36|,26|,26
36|,17|,36
36|,6|,24
36|,32|,46
36|,3|,35
36|,1|,31
36|,30|,21
36|,22|,35
36|,10|,42
36|,18|,47
36|,23|,20
4|,37|,163
4|,25|,51
4|,12|,67
4|,30|,24
4|,10|,27
4|,36|,40
23|,12|,16
23|,5|,177
23|,16|,35
23|,37|,64
23|,36|,21
5|,12|,22
5|,16|,184
5|,37|,49
5|,36|,16
5|,23|,33
13|,11|,177
13|,25|,40
13|,12|,115
13|,37|,200
13|,36|,64
13|,18|,11
24|,27|,243
24|,25|,21
24|,12|,20
24|,37|,114
24|,36|,55
24|,3|,31
17|,12|,98
17|,37|,203
17|,32|,112
17|,25|,98
17|,36|,75
12|,27|,41
12|,29|,340
12|,9|,1051
12|,25|,2156
12|,33|,86
12|,28|,60
12|,2|,329
12|,7|,184
12|,5|,55
12|,8|,984
12|,20|,186
12|,13|,407
12|,11|,235
12|,36|,2780
12|,4|,72
12|,30|,86
12|,21|,75
12|,37|,19292
12|,31|,522
12|,24|,136
12|,34|,226
12|,0|,269
12|,16|,73
12|,19|,329
12|,15|,347
12|,26|,77
12|,17|,153
12|,6|,93
12|,32|,422
12|,1|,189
12|,23|,171
12|,22|,256
12|,10|,349
12|,18|,431
12|,3|,314
16|,25|,31
16|,12|,38
16|,5|,24
16|,37|,200
16|,36|,35
16|,23|,15
0|,21|,231
0|,25|,19
0|,20|,18
0|,12|,97
0|,37|,165
0|,19|,14
0|,15|,69
0|,36|,110
15|,21|,160
15|,25|,17
15|,12|,58
15|,19|,16
15|,37|,84
15|,0|,214
15|,36|,54
33|,25|,56
33|,36|,45
33|,12|,88
33|,37|,244
33|,2|,30
33|,26|,32
26|,25|,16
26|,12|,34
26|,33|,323
26|,37|,79
26|,2|,43
26|,36|,27
34|,25|,71
34|,12|,102
34|,22|,98
34|,37|,178
34|,28|,35
34|,36|,69
6|,25|,35
6|,20|,98
6|,12|,79
6|,37|,195
6|,19|,72
6|,36|,68
32|,17|,362
32|,25|,20
32|,12|,72
32|,37|,137
32|,28|,10
32|,36|,65
18|,32|,12
18|,11|,46
18|,13|,11
18|,25|,60
18|,12|,73
18|,31|,12
18|,37|,175
18|,0|,30
18|,36|,97
18|,7|,171
1|,29|,71
1|,25|,46
1|,12|,81
1|,37|,291
1|,0|,13
1|,36|,72
30|,25|,18
30|,12|,51
30|,37|,123
30|,10|,49
30|,4|,252
30|,36|,38
22|,12|,32
22|,25|,12
22|,34|,25
22|,37|,40
22|,28|,363
22|,36|,15
10|,37|,75
10|,25|,16
10|,12|,37
10|,30|,372
10|,36|,17
10|,4|,19
37|,32|,10
37|,8|,11
37|,12|,25819
37|,5|,15
37|,16|,16
37|,3|,14
37|,15|,11
37|,25|,12
3|,27|,81
3|,25|,19
3|,12|,41
3|,37|,70
3|,36|,27
3|,24|,250
