7 37 12 => 36 10
7 37 12 => 37 62
7 37 12 => 31 12
7 37 12 => 18 12
7 37 12 => 25 9
13 25 => 37 17
13 25 => 11 10
12 34 12 => 37 11
12 34 12 => 22 16
6 20 => 36 9
6 20 => 37 44
6 20 => 12 13
6 20 => 19 24
15 0 => 36 14
15 0 => 21 166
15 0 => 37 9
15 0 => 12 11
13 37 12 37 12 => 7 8
13 37 12 37 12 => 31 10
13 37 12 37 12 => 37 67
13 37 12 37 12 => 36 10
13 37 12 37 12 => 18 10
13 37 12 37 12 => 25 8
37 12 22 28 => 34 114
37 12 22 28 => 37 14
37 12 22 28 => 12 12
25 30 => 37 8
25 30 => 10 8
31 12 => 7 45
31 12 => 37 94
31 12 => 29 39
31 12 => 36 23
31 12 => 18 77
31 12 => 1 14
31 12 => 25 46
33 => 3 9
33 => 2 30
33 => 37 244
33 => 26 32
33 => 36 45
33 => 12 88
33 => 25 56
27 37 12 37 => 12 113
7 12 25 => 37 10
36 26 => 33 13
12 24 3 => 27 13
25 8 => 37 12
36 21 => 37 16
36 12 1 => 29 8
36 12 1 => 37 13
1 37 => 12 285
36 12 29 => 1 26
16 12 => 37 24
36 12 11 => 37 13
36 12 11 => 13 9
36 27 => 37 18
28 37 12 => 36 8
28 37 12 => 37 98
28 37 12 => 25 15
20 => 6 299
20 => 37 135
20 => 19 62
20 => 36 65
20 => 12 58
20 => 25 18
13 37 12 37 => 12 119
34 12 => 36 8
34 12 => 37 43
34 12 => 22 20
34 12 => 25 11
34 12 => 28 8
32 36 => 17 17
32 36 => 12 30
13 37 12 37 12 37 12 => 31 14
13 37 12 37 12 37 12 => 37 34
36 12 10 => 30 23
6 19 => 37 44
6 19 => 12 14
29 37 12 => 36 11
29 37 12 => 1 8
29 37 12 => 37 68
29 37 12 => 25 10
6 37 12 37 => 12 126
3 25 => 24 10
11 12 => 37 39
11 12 => 13 9
11 12 => 25 21
20 19 6 => 37 8
12 37 12 4 => 10 10
12 11 13 => 37 21
12 11 13 => 25 8
36 12 => 7 17
36 12 => 2 38
36 12 => 37 2114
36 12 => 5 9
36 12 => 23 20
36 12 => 22 29
36 12 => 20 30
36 12 => 3 31
36 12 => 34 29
36 12 => 21 18
36 12 => 9 151
36 12 => 17 26
36 12 => 18 52
36 12 => 8 123
36 12 => 13 71
36 12 => 19 64
36 12 => 36 477
36 12 => 6 16
36 12 => 11 47
36 12 => 10 33
36 12 => 33 10
36 12 => 30 12
36 12 => 1 35
36 12 => 15 47
36 12 => 4 12
36 12 => 27 9
36 12 => 31 65
36 12 => 25 183
36 12 => 0 40
36 12 => 29 49
36 12 => 26 13
36 12 => 24 11
36 12 => 16 8
36 12 => 32 68
36 12 => 28 10
25 6 => 20 21
36 26 33 => 37 8
12 19 => 6 53
12 19 => 37 40
12 19 => 36 29
12 19 => 20 142
12 19 => 12 33
12 19 => 25 11
1 29 => 36 13
1 29 => 37 37
1 29 => 12 11
19 12 => 6 8
19 12 => 37 34
19 12 => 20 12
12 19 6 => 20 34
12 19 6 => 12 8
8 37 => 12 666
12 2 33 => 26 10
3 37 12 => 37 28
19 20 => 6 185
19 20 => 37 8
32 12 17 => 37 9
20 36 12 => 37 22
9 => 11 19
9 => 18 17
9 => 15 8
9 => 13 8
9 => 36 201
9 => 37 615
9 => 25 20
9 => 0 16
9 => 20 17
9 => 8 13
9 => 12 171
9 => 19 28
12 34 => 37 52
12 34 => 28 10
12 34 => 22 53
12 34 => 36 35
12 34 => 12 42
12 34 => 25 29
34 37 12 37 12 => 2 8
34 37 12 37 12 => 37 77
17 25 12 => 37 23
12 => 7 184
12 => 2 329
12 => 20 186
12 => 5 55
12 => 23 171
12 => 37 19292
12 => 22 256
12 => 3 314
12 => 34 226
12 => 21 75
12 => 9 1051
12 => 29 340
12 => 18 431
12 => 8 984
12 => 13 407
12 => 25 2156
12 => 6 93
12 => 24 136
12 => 10 349
12 => 33 86
12 => 30 86
12 => 1 189
12 => 0 269
12 => 15 347
12 => 4 72
12 => 27 41
12 => 31 522
12 => 19 329
12 => 28 60
12 => 32 422
12 => 36 2780
12 => 17 153
12 => 16 73
12 => 11 235
12 => 26 77
22 34 => 37 9
22 34 => 28 12
3 36 => 24 11
3 36 => 12 9
23 37 12 37 => 12 37
17 12 37 12 => 37 48
17 => 34 8
17 => 37 203
17 => 36 75
17 => 12 98
17 => 25 98
17 => 32 112
37 12 1 => 36 20
37 12 1 => 29 35
37 12 1 => 37 22
37 12 1 => 25 9
16 37 12 => 36 8
16 37 12 => 8 42
16 37 12 => 37 122
25 24 => 37 8
3 27 => 36 8
3 27 => 24 34
3 27 => 37 22
3 27 => 25 8
25 31 => 12 14
12 5 => 23 11
12 5 => 16 20
12 5 => 37 10
31 7 => 25 8
25 10 => 30 51
25 37 12 29 => 1 18
2 36 => 12 12
2 36 => 26 16
0 12 => 21 18
0 12 => 37 43
0 12 => 15 8
8 37 12 37 => 12 382
1 37 12 37 12 25 => 37 9
1 37 12 37 12 25 => 15 8
36 10 => 30 24
20 36 => 6 8
20 36 => 12 38
20 36 => 19 9
37 12 37 12 37 => 12 9514
1 37 12 => 31 11
1 37 12 => 37 185
1 37 12 => 25 24
1 37 12 => 36 15
1 37 12 => 29 19
1 37 12 => 15 14
22 36 => 28 8
7 31 => 12 12
36 9 => 37 18
28 37 12 37 12 37 12 37 12 => 2 9
28 37 12 37 12 37 12 37 12 => 37 12
37 12 37 => 3 8
37 12 37 => 5 8
37 12 37 => 12 15493
37 12 37 12 => 7 59
37 12 37 12 => 2 165
37 12 37 12 => 37 9552
37 12 37 12 => 5 17
37 12 37 12 => 23 68
37 12 37 12 => 22 125
37 12 37 12 => 3 139
37 12 37 12 => 34 108
37 12 37 12 => 21 8
37 12 37 12 => 9 487
37 12 37 12 => 17 52
37 12 37 12 => 18 125
37 12 37 12 => 8 467
37 12 37 12 => 13 108
37 12 37 12 => 19 123
