source,target,value
18|12.36,37|18,14
18|12.36,36|18,10
18|12.36,7|18,8
3|12.36,24|3,14
37|4,12|37.4,11
12|36.16,37|12.36,18
25|34.12,37|25,14
25|34.12,22|25,8
37|12.21,12|37.12.21,38
37|20,12|37.20,20
23|,16|23,26
23|,5|23,145
23|,12|,16
23|,36|,21
23|,37|23,64
19|20.12,6|19.20,8
18|,17|,9
18|,25|18,31
18|,37|18,175
18|,32|,12
18|,7|18,34
18|,11|18,8
18|,31|,12
18|,0|,30
18|,36|18,12
18|,12|18,10
18|,13|,11
37|2,12|37.2,27
25|11,37|25,38
25|11,12|25.11,12
25|11,36|25,17
37|25.12,12|37.25.12,10
12|37.12.27,37|12.37.12,15
12|37.12.27,10|,14
12|37,1|12.37,20
12|37,5|12.37,8
12|37,20|12,113
12|37,36|12,2022
12|37,13|,247
12|37,3|,246
12|37,34|12,164
12|37,27|12,24
12|37,18|,250
12|37,16|12,50
12|37,24|12,104
12|37,32|,320
12|37,10|,285
12|37,31|,415
12|37,22|12.37,13
12|37,28|12,24
12|37,2|12,258
12|37,15|12,267
12|37,37|12.37,8
12|37,7|,106
12|37,17|12,102
12|37,33|12,63
12|37,30|12,58
12|37,4|,41
12|37,0|12,179
12|37,26|12.37,14
12|37,29|12,210
12|37,25|12.37,49
12|37,21|12,26
12|37,8|,814
12|37,19|12,220
12|37,9|,854
12|37,23|,126
12|37,6|12.37,11
12|37,11|12.37,13
6|20.25,37|6,13
6|20.25,19|6,23
0|15.25,21|0.15.25,15
33|36,37|33,8
7|18.31,12|7,9
12|37.3,37|12.37,28
9|8,37|9,9
12|37.32,37|12.37,80
12|37.32,32|,8
12|37.32,17|12,9
12|37.32,36|12,13
31|12.36,12|31.12.36,15
31|12.36,37|31,17
29|31,1|,12
37|29,12|37.29,11
27|24.12,37|27,13
12|37.2,37|12.37,27
26|25,33|26.25,8
7|12.37.12.37.12,18|7,11
7|12.37.12.37.12,37|7,9
6|36,37|6,12
37|27,12|37.27,33
29|12.31,1|29.12.31,22
37|12,3|,8
37|12,12|37.12,193
37|12,5|,9
7|,18|7,15
7|,25|7,12
7|,31|7,12
7|,12|7,17
7|,37|7,116
7|,36|7,46
36|2,12|36,12
36|2,26|36,16
12|30,37|12,22
10|36,30|10.36,12
12|2,26|12.2,9
1|12.29,37|1,21
3|24.12,27|3,13
17|32,36|17,46
17|32,12|17,65
17|32,25|17,87
17|32,37|17,147
33|2.12,26|33,10
11|12.13,37|11,8
19|12.37.25,20|19,11
3|25,37|3,9
3|25,24|3,51
25|29,1|25,13
21|0.12,15|21,8
21|0.12,37|21,19
37|12.17,12|37.12.17,48
25|13,37|25,17
25|13,11|25,10
13|12.37.25,37|13,9
17|32.36,37|17,9
34|28.22.25,37|34,16
12|37.12.37.34,37|12.37.12,77
12|37.12.37.34,2|12,8
37|0,12|37.0,10
37|12.36.8,12|37.12.36.8,13
12|28,37|12.28,33
16|37,37|16,14
25|3,24|25,10
16|23,37|16,26
31|12.37.25,12|31.12.37.25,9
20|6,37|20,44
20|6,19|20.6,18
20|6,12|20,13
20|6,36|20,9
31|7,12|31,12
37|5,12|37.5,10
13|25,12|13,10
13|25,37|13,29
13|25,11|13.25,8
13|25,36|13,10
37|,12|37,285
37|,19|,9
37|,2|,8
37|,32|,10
37|,8|,11
37|,15|,11
37|,5|,15
37|,13|,9
37|,3|,14
37|,16|37,14
37|,18|,9
37|,23|,9
37|,22|,9
37|,20|,8
37|,25|,12
2|25,26|2.25,47
0|15,37|0,9
0|15,12|0.15,8
0|15,21|,166
0|15,36|0.15,8
36|26.2,33|36,12
25|33,37|25,39
11|18,37|11,16
11|18,36|11,8
26|12,2|26,18
26|12,37|26,15
26|12,33|26.12,12
26|12,12|26,11
37|30,12|37.30,9
12|36.29.12,1|12.36,9
12|36.27,37|12.36,19
30|,10|30,24
30|,4|,252
30|,25|30,10
30|,36|30,16
30|,37|30,119
30|,12|30,22
25|6,37|25,17
37|12.37.6,12|37.12.37.6,10
25|18,37|25.18,30
25|18,36|25,13
31|,18|31,20
31|,12|31,77
31|,37|31,125
31|,29|31,12
31|,36|31,44
31|,25|,21
31|,7|31,8
20|25,6|20.25,23
12|37.24,37|12.37.24,56
12|37.24,3|12.37.24,9
12|37.24,25|12.37,9
12|37.24,10|,8
12|25.17,37|12,23
12|37.28,37|12.37,98
12|37.28,25|12.37,15
12|37.28,36|12,8
36|9,12|36.9,22
36|9,18|,9
36|9,11|36,8
10|,12|10,14
10|,23|,8
10|,37|10,69
10|,30|,372
10|,25|10,8
10|,36|10,8
10|,4|,19
12|37.12.6,9|,10
12|37.12.6,37|12.37.12,28
21|15.12,0|21,35
21|15.12,37|21,16
36|32,12|36,30
36|32,17|36,17
12|10,37|12,14
12|25.11,37|12,12
15|25,21|,11
15|25,0|15.25,23
2|26,33|,10
2|26,37|2,17
7|36,25|7,8
12|37.12.37.21,25|12.37.12.37.21,9
12|37.12.37.21,37|12.37.12,102
12|37.12.37.21,19|12,14
12|11.12.37,25|12,8
37|8,12|37.8,11
37|3,12|37.3,28
18|11,37|18,8
18|11,36|18,9
18|11,12|18,9
12|34.28,37|12,21
37|24,12|37.24,8
20|12.36,37|20,9
12|37.27,25|12.37,17
12|37.27,10|,33
12|37.27,37|12.37.27,113
12|37.27,36|12,20
19|12.37.21,20|19,14
6|25,20|6.25,9
12|37.31,37|12.37,66
12|37.31,25|12.37,13
12|37.31,31|,8
12|37.31,36|12,11
37|12.37.20,12|37.12.37.20,43
12|37.4,23|,11
12|37.4,25|12.37,11
12|37.4,8|,13
12|37.4,36|12,14
12|37.4,37|12.37.4,91
17|12.32,37|17,9
37|9,12|37.9,14
15|12.36,0|15,11
15|12.36,37|15,14
21|15.36,37|21,11
15|36,21|15.36,11
15|36,0|15,12
15|36,36|15,11
15|36,37|15,8
31|25,12|31,14
28|22.25,34|28.22.25,16
12|37.6,9|12.37.6,23
12|37.6,37|12.37.6,126
25|1.12,29|25,10
33|25,37|33,9
28|22.36,37|28,9
29|12.25,1|,15
