13|11,37|,33
13|11,36|,12
13|11,12|13,18
33|2,26|33,12
33|2,37|,13
27|36,37|,18
12|19,37|,34
12|19,20|,12
25|6,37|,17
25|,2|25,63
25|,17|25,34
25|,3|25,51
25|,8|25,12
25|,6|25,21
25|,36|25,11
25|,33|,26
25|,15|25,31
25|,21|,11
25|,10|25,51
25|,26|25,15
25|,11|25,18
25|,20|25,41
25|,4|,18
25|,5|,10
25|,37|,1146
25|,24|,23
25|,12|25,49
25|,1|25,23
25|,23|25,26
25|,9|,12
25|,7|,19
25|,16|25,10
25|,28|,16
25|,19|25,24
25|,32|25,58
25|,30|,26
25|,18|25,19
25|,29|25,19
25|,22|25,42
25|,31|25,14
25|,0|25,15
25|,13|,65
25|,34|25,12
2|36,26|,16
16|37,37|,14
26|12,37|,15
26|12,12|26,11
26|12,2|26,18
26|12,33|,23
28|,12|28,33
28|,37|,146
28|,36|,44
28|,34|28,41
28|,22|28,12
23|25,5|23,26
12|22,28|12,12
5|23,16|,145
5|23,37|,15
12|6,37|,45
36|0,21|36,19
36|0,15|36,21
36|0,12|,53
12|33,3|,10
12|33,37|,53
12|27,37|,36
12|,32|,422
12|,29|,340
12|,21|12,32
12|,15|,347
12|,37|,19292
12|,4|12,20
12|,23|,171
12|,28|12,10
12|,9|,1051
12|,8|,984
12|,18|,431
12|,3|,314
12|,22|,256
12|,30|12,16
12|,19|,329
12|,27|12,20
12|,24|12,23
12|,16|12,28
12|,1|,189
12|,20|,186
12|,25|,2156
12|,2|,329
12|,11|,235
12|,26|12,23
12|,0|12,35
12|,34|,226
12|,31|,522
12|,7|,184
12|,10|,349
12|,36|,2780
12|,17|12,66
12|,6|12,23
12|,5|,55
12|,13|,407
12|,33|12,25
12|2,26|12,14
10|,12|10,14
10|,37|,75
10|,30|,372
10|,25|,16
10|,36|,17
10|,4|,19
29|25,1|,58
29|25,37|,19
36|,23|36,12
36|,8|36,12
36|,1|36,14
36|,11|36,11
36|,20|36,15
36|,33|,22
36|,9|36,18
36|,26|36,13
36|,3|,35
36|,21|36,16
36|,25|36,11
36|,10|36,24
36|,4|,22
36|,15|36,11
36|,27|36,18
36|,17|36,10
36|,24|,24
36|,2|36,16
36|,0|36,11
36|,6|36,12
36|,28|,12
36|,34|,16
36|,31|,14
36|,30|,21
36|,7|,27
36|,12|,3995
36|,22|36,10
36|,13|36,20
36|,29|36,10
36|,18|36,13
36|,32|36,18
36|,19|36,23
36|,16|36,10
19|6,12|19,14
19|6,37|,44
6|12,36|6,10
6|12,37|,23
6|12,20|6,26
6|12,19|6,16
5|,23|5,17
5|,16|,184
5|,37|,49
5|,12|,22
5|,36|,16
0|25,15|0,12
0|25,12|0,11
0|25,21|,13
0|25,36|0,15
18|36,37|,13
12|15,21|12,10
12|15,37|,11
12|15,0|12,18
32|36,17|32,18
19|36,37|,23
16|36,37|,10
12|28,37|,33
12|31,1|,14
12|31,37|,94
12|31,7|,45
12|31,25|,46
12|31,18|,77
12|31,29|,39
12|31,36|,23
36|3,24|,11
25|27,37|,29
25|21,37|,30
12|10,37|,14
17|25,32|17,34
23|5,16|23,14
23|5,37|,17
17|32,25|17,87
17|32,37|,147
17|32,36|17,46
17|32,12|17,65
12|30,37|,22
16|23,37|,26
12|7,37|,27
12|7,25|,17
18|31,7|18,20
36|30,4|,12
36|30,12|,16
29|1,37|,37
29|1,12|29,11
29|1,36|29,13
22|,28|,363
22|,34|22,12
22|,37|,40
22|,25|,12
22|,12|22,12
22|,36|,15
30|12,37|,29
30|12,4|,16
30|12,10|30,22
24|27,37|,25
11|36,37|,11
25|36,37|,47
25|36,12|25,13
25|36,36|25,11
18|7,25|18,15
18|7,37|,21
34|28,36|34,18
34|28,37|,81
34|28,12|34,41
34|28,25|34,40
12|16,37|,24
4|,12|4,42
4|,37|,163
4|,30|4,10
4|,10|4,16
4|,25|4,28
4|,36|,40
12|4,37|,42
6|36,37|,12
17|36,37|,10
12|32,37|,38
12|32,17|12,16
12|9,37|,82
12|9,36|,19
12|25,11|,11
12|25,37|,194
12|25,29|,21
12|25,2|,11
12|25,10|,17
12|25,3|,12
12|25,36|,49
12|25,19|,11
12|25,15|,12
12|25,18|,12
12|25,13|,21
12|25,34|,18
12|25,31|,12
31|7,12|31,12
7|18,37|,47
7|18,25|7,43
7|18,12|7,34
7|18,36|,33
15|0,21|15,48
12|13,37|,45
12|13,11|,17
12|13,36|,12
12|13,25|,19
0|12,21|,35
0|12,37|,68
0|12,12|0,44
0|12,15|0,45
0|12,36|0,41
26|33,2|26,10
26|33,37|,14
12|20,37|,26
0|36,37|,10
0|36,21|,12
0|36,36|0,11
1|25,29|1,16
1|25,37|,23
19|25,20|19,24
7|,12|7,27
7|,37|,116
7|,18|7,21
7|,25|7,18
7|,36|,62
7|,31|7,12
25|34,37|,35
25|34,12|25,15
25|34,22|25,10
24|3,37|,25
24|3,27|,201
24|3,36|24,16
25|29,1|25,13
11|18,37|,16
17|12,37|,35
17|12,36|17,17
17|12,12|17,18
17|12,32|17,66
13|36,37|,20
11|,37|,168
11|,0|,14
11|,12|11,39
11|,13|11,12
11|,18|,52
11|,36|,75
11|,25|11,17
19|20,6|19,18
19|20,37|,28
25|13,11|25,10
25|13,37|,17
0|15,12|0,11
0|15,21|,166
0|15,36|0,14
12|8,37|,66
12|8,36|,12
12|8,25|,11
25|33,37|,39
