Id,modularity_class
12|37.12,11
11|12,1
25|12.37,1
6|12,9
26|12.37,6
29|,7
4|12.37,6
34|12,3
13|12.37,1
2|12,11
21|12,5
9|,9
32|,8
23|,10
17|12,5
31|12,0
3|12,12
15|12,5
7|,3
27|12,12
16|12,10
36|12,0
24|12,12
18|,3
0|12,5
10|,6
5|,10
30|12,6
8|,11
33|12.37.12,11
1|12.37,7
20|12,0
19|12.37.12,9
37|12,0
22|12,5
22|25,2
28|22.25,2
25|21,5
37|25,3
13|11.25,1
37|13,1
37|22,2
12|37.22,2
12|28,2
36|7,3
12|36.7,3
18|7,3
37|18,3
25|18,3
25|34,0
12|25.34,0
27|3.12,12
24|27,12
0|,5
15|0,5
19|,9
25|,3
21|,5
12|0,5
20|,0
36|0,5
37|0,5
11|25,1
37|11,1
36|11,1
25|3,12
24|,12
11|13,1
25|13,1
36|13,1
12|13.12.37,1
12|36.11,1
32|17,8
37|32,8
36|32,8
12|32,8
26|2,11
37|26,0
33|,11
12|26,0
36|26.2,11
36|3,12
12|18,3
11|18,1
31|,4
13|,1
36|18,3
7|18,4
19|25,9
20|19.25,9
36|19,9
12|36.19,9
20|36,9
15|,5
12|,5
36|15,5
37|15,5
0|15,5
6|,9
12|19,9
37|19,9
20|19,9
10|30,6
37|10,6
37|3,12
12|37.3,12
37|33,11
12|37.33,0
25|1.12,7
29|25,7
12|37.25.17,0
12|36.20,0
21|0.12,5
37|21,5
12|37.21,9
12|37.10,6
26|25,11
36|31,4
12|36.31,4
8|36,11
17|36,8
2|36,11
10|36,11
9|36,11
18|36,3
32|36,11
19|36,9
3|,12
1|36,7
25|36,3
13|36,1
29|36,4
12|36.12,8
15|36,5
37|8,11
12|37.8,0
12|37.18,0
15|36.0,5
21|36,5
12|36.0,5
25|11,0
12|25.11,0
36|25,3
12|37.12.6,0
30|10.25,6
4|30.10.25,6
12|30,6
37|12.21,5
12|37.12.21,5
36|8,11
12|8,0
37|25.17,0
36|33,11
12|36.33,11
33|26.12,11
12|20,0
37|20,0
36|20,0
6|20,9
36|6,9
12|36.6,9
23|25,10
5|23,10
25|34.12,3
6|20.12,9
6|19.12,9
37|,7
1|29.25,7
22|12.34,2
28|22.12.34,2
21|15.36,5
12|29,7
1|12.29,7
12|36.34,0
12|33,0
37|12.33,0
30|10.36,6
20|6,9
37|6,9
19|6,9
25|12.13,1
36|16,10
12|36.16,10
3|25,12
24|3.25,12
12|31,3
29|31,4
18|31,4
22|34,2
28|22.34,2
27|36,12
37|27,12
36|12.36,8
12|37.6,0
37|24,12
27|,12
36|,11
26|33,11
2|26,6
16|25,10
37|16,10
33|2.12,11
12|2,11
25|2,11
36|2,11
37|2,11
10|4,6
30|,6
12|36.18,3
12|37.26,0
12|36.13,1
12|37.13,0
12|31.12.36,0
32|12.36,8
17|32.12.36,8
36|17,8
37|17,8
12|17,8
36|34,0
22|36,2
12|37.27,0
25|1.29,4
0|12.36,5
21|15.12,5
12|15.12,5
12|37.24,0
12|37.25,4
25|12.37.25,3
29|12.37.25,4
15|12.37.25,5
19|12.37.25,4
11|,1
12|11,1
25|12.7,3
21|15.0,5
12|36.12.36,0
3|24.12,12
27|24.12,12
4|,6
12|10,6
22|,2
28|,2
34|22,2
12|22,2
1|29.12.31,7
37|1,7
12|36.28,2
36|1,7
29|1,7
27|24.3.25,12
12|37.0,0
37|7,3
12|7,3
25|7,3
28|22.12,5
16|37,7
12|37.4,0
12|37.20,0
17|32,11
37|28,2
37|23,10
12|37.23,10
37|12.17,8
17|12.36,8
37|5,10
12|37.5,10
12|37.12.33,0
12|37,6
28|12,2
19|12,9
23|5.16,10
32|12.36.12,8
15|12.36,5
1|12.36,7
3|12.36,12
25|12.36,3
29|12.36,4
31|12.36,0
11|12.36,8
10|12.36,8
18|12.36,3
1|29,4
12|1,7
12|37.28,2
12|37.19,0
34|28.22.25,2
12|37.15,5
12|37.11,0
12|36.1,7
12|37.9,0
12|25,1
12|36.25,3
37|4,6
37|30,6
30|10.12.36,8
12|9,9
37|12.9,9
25|6,9
19|20.6,9
1|,7
13|11.12,1
25|11.12,1
19|12.37.21,9
36|9,9
12|36.9,0
25|30,3
36|30,8
29|12.31,3
12|37.16,10
25|16,10
16|,10
5|16,10
12|16,10
37|9,9
19|9,9
11|9,9
21|0.15.25,5
6|20.25,9
16|23,10
20|12.19,9
25|17,0
26|12,11
12|37.12.9,9
12|37.7,0
12|21,5
15|25,5
0|15.25,5
34|28,5
12|36,8
26|36,11
2|,11
29|12.25,1
12|37.17,0
25|33,3
0|25,5
12|25.17,0
2|25,11
26|2.25,11
6|20.19.25,9
18|12.31,4
12|34,2
28|34,2
37|34,2
31|7,3
24|3,12
36|24.3,12
12|27,12
37|12.27,12
25|29,7
36|29,0
12|36.17,8
12|37.30,6
0|21,5
36|21,5
36|4,6
12|36.4,6
26|,0
36|27,12
12|36.27,12
1|12,7
12|37.2,11
31|25,3
12|37.32,0
12|36.8,11
7|12.31,3
12|4,6
12|6,9
2|33,11
12|3,12
11|36,1
25|4,6
30|4,6
33|26.2.25,11
12|36.29,0
12|37.12.27,12
1|25,7
12|34.28,5
32|25,3
17|32.25,8
34|,2
37|12.6,9
34|25,2
18|25,3
8|25,11
10|25,3
20|25,3
17|25,8
11|25.12.37,1
6|25,9
22|28,2
16|36,10
12|13,1
17|,8
12|36.21,5
12|31.12,7
12|37.34,0
25|12.31.12,7
0|36.15,5
12|37.12.1,7
23|36,10
12|37.12.17,8
37|12.1,7
36|28,2
6|36,9
25|27,12
13|12.25,1
12|37.1,0
