sequence,Gephi,KMeans_15D,KMeans_2D
12|15.12,5,9,1
12|26,0,5,11
37|12.27,12,10,9
12|10,6,10,3
15|25,5,9,1
12|30,6,6,3
31|,4,5,12
12|16,10,8,8
19|,9,5,11
19|25,9,5,2
37|13,1,8,12
31|25,3,5,4
28|22.12.34,2,1,6
33|26.12,11,5,7
12|25.11,0,5,5
36|0,5,9,1
36|33,11,3,7
12|37.8,0,6,3
12|37.10,6,6,3
12|36.11,1,5,5
36|26.2,11,3,7
37|27,12,4,8
25|13,1,2,5
12|29,7,8,4
26|33,11,3,7
12|28,2,1,6
37|7,3,5,12
4|,6,6,3
25|21,5,2,0
26|12.37,6,3,7
23|,10,8,8
12|37.2,11,3,7
37|28,2,1,6
16|25,10,8,8
0|25,5,9,1
12|19,9,12,0
12|37.12.21,5,9,1
13|11.25,1,8,12
12|36.27,12,10,9
17|25,8,5,2
12|37.20,0,11,11
12|36.20,0,5,11
12|9,9,11,0
12|3,12,10,9
37|8,11,0,2
5|,10,8,8
16|36,10,8,8
20|25,3,5,0
18|25,3,5,5
37|26,0,0,7
12|37.12.9,9,11,0
3|,12,10,9
15|0,5,9,1
12|37.7,0,5,12
30|10.25,6,8,3
37|12.6,9,12,2
16|37,7,8,4
36|17,8,5,10
30|,6,6,3
25|17,0,5,10
36|18,3,5,5
12|36.4,6,6,3
12|,5,5,9
12|31.12.36,0,5,11
32|12.36.12,8,5,10
3|24.12,12,10,9
1|29,4,2,0
8|25,11,5,8
13|12.37,1,2,5
37|19,9,12,0
29|,7,8,4
26|12,11,3,7
29|12.25,1,2,4
37|2,11,3,7
3|12,12,10,9
12|36.19,9,5,11
25|1.12,7,8,4
12|13,1,2,5
29|12.37.25,4,2,4
36|2,11,3,7
21|12,5,9,1
25|34.12,3,2,6
31|12.36,0,5,11
19|12,9,5,11
0|21,5,9,1
37|34,2,1,6
17|12.36,8,5,2
24|3,12,10,9
25|12.37,1,8,12
31|12,0,8,12
37|25.17,0,5,10
28|,2,1,6
12|32,8,5,2
33|26.2.25,11,5,12
36|,11,10,9
22|34,2,1,6
6|25,9,11,11
12|36.9,0,0,3
17|36,8,5,2
21|0.15.25,5,9,1
12|36.7,3,5,12
22|36,2,1,6
12|37.12.6,0,12,0
25|16,10,2,8
12|31,3,5,4
12|37.33,0,5,11
12|37.21,9,0,1
12|36.18,3,5,5
12|37.11,0,5,5
10|,6,6,3
25|11,0,5,5
34|28.22.25,2,1,6
37|1,7,2,4
1|25,7,8,4
12|37.5,10,8,8
13|,1,2,5
6|20.25,9,5,0
11|13,1,2,5
22|25,2,1,6
29|25,7,8,4
36|19,9,5,11
36|30,8,6,3
28|12,2,1,6
20|,0,5,11
12|11,1,5,5
8|,11,8,8
23|25,10,8,8
36|34,0,1,6
17|32.12.36,8,5,10
24|,12,10,9
12|37.3,12,10,9
19|6,9,12,0
36|20,0,5,11
37|18,3,0,1
1|12,7,8,4
18|31,4,2,12
17|,8,5,11
15|12,5,9,1
29|1,7,8,4
21|15.0,5,9,1
37|12.33,0,3,7
12|36.21,5,9,1
12|37.12.27,12,10,9
29|12.36,4,2,4
17|32.25,8,5,10
20|36,9,12,0
12|37,6,5,11
19|12.37.12,9,12,0
37|30,6,6,3
12|37.30,6,6,3
36|9,9,4,0
37|9,9,4,8
32|25,3,5,10
12|37.4,0,6,3
36|31,4,8,4
0|15,5,7,1
19|20.6,9,11,11
12|37.22,2,1,6
37|,7,8,4
25|30,3,6,3
29|12.31,3,8,4
9|36,11,5,11
12|37.28,2,1,6
27|36,12,10,9
0|15.25,5,9,1
5|23,10,8,8
37|3,12,10,9
12|37.25,4,2,0
12|25.34,0,1,6
12|17,8,5,10
11|,1,5,11
25|6,9,12,0
15|36,5,9,1
3|12.36,12,10,9
37|32,8,5,2
12|36.8,11,8,8
12|37.26,0,3,7
17|32,11,5,10
25|12.31.12,7,8,4
2|,11,5,11
1|12.36,7,5,4
12|0,5,9,1
6|20.19.25,9,5,2
36|11,1,5,5
36|6,9,12,0
31|7,3,5,4
30|10.12.36,8,6,3
1|29.25,7,8,4
11|9,9,12,5
13|11.12,1,5,12
20|12,0,11,11
25|12.36,3,2,0
12|31.12,7,8,4
36|7,3,5,12
16|12,10,8,8
17|12,5,5,2
37|12.17,8,5,10
7|12.31,3,5,12
36|32,8,5,2
21|15.36,5,9,1
29|31,4,2,4
18|36,3,5,5
37|12.1,7,2,4
6|36,9,5,11
25|1.29,4,2,4
28|22.12,5,1,6
12|37.16,10,8,8
16|23,10,8,8
25|12.37.25,3,2,0
19|9,9,12,0
25|2,11,3,7
26|,0,5,11
0|12,5,9,1
25|12.13,1,2,5
15|12.36,5,9,1
12|37.27,0,7,3
37|17,8,7,1
0|36.15,5,9,1
12|37.24,0,10,9
12|37.12.1,7,2,4
34|28,5,1,6
12|37.12.17,8,5,10
12|36.0,5,9,1
30|4,6,6,3
11|12,1,2,5
36|29,0,8,4
15|,5,9,1
25|27,12,10,9
20|12.19,9,12,0
12|33,0,3,7
6|20.12,9,12,0
26|25,11,3,7
26|2,11,3,7
1|29.12.31,7,5,4
12|36.29,0,8,4
37|4,6,8,3
21|15.12,5,9,1
12|36,8,5,2
36|28,2,5,11
37|0,5,9,1
37|25,3,2,0
12|36.17,8,5,10
12|36.12,8,5,10
12|36.31,4,8,4
12|2,11,3,7
32|,8,5,2
37|5,10,8,8
21|36,5,9,1
12|37.1,0,6,3
37|6,9,12,0
23|5.16,10,8,8
36|12.36,8,5,0
12|37.13,0,8,12
0|12.36,5,5,1
9|,9,12,0
12|8,0,8,8
22|12.34,2,1,6
25|3,12,10,9
36|13,1,5,5
0|,5,9,1
24|3.25,12,5,9
12|27,12,10,9
2|26,6,3,7
32|17,8,5,2
37|22,2,1,6
12|37.32,0,5,2
22|28,2,1,6
4|30.10.25,6,8,3
20|19.25,9,5,2
12|18,3,5,5
37|12.9,9,11,0
12|37.17,0,4,8
33|2.12,11,3,7
12|36.1,7,2,4
11|36,1,5,5
19|12.37.25,4,12,0
6|,9,5,11
28|22.34,2,1,6
18|7,3,5,12
21|0.12,5,9,1
1|12.37,7,8,4
36|16,10,8,8
10|4,6,6,3
27|,12,10,9
34|12,3,1,6
37|12,0,5,11
2|33,11,3,7
12|37.25.17,0,5,10
12|36.28,2,5,11
28|22.25,2,1,6
6|20,9,12,0
32|12.36,8,5,2
11|18,1,5,5
12|25,1,2,12
36|21,5,9,1
13|36,1,8,12
12|4,6,6,3
28|34,2,1,6
25|11.12,1,2,5
25|29,7,8,4
13|12.25,1,8,12
12|36.16,10,8,8
30|10.36,6,6,3
25|33,3,3,7
36|12,0,5,10
36|25,3,2,5
1|36,7,5,4
34|,2,5,6
12|36.25,3,8,11
29|36,4,2,4
12|6,9,12,0
27|12,12,5,9
36|27,12,10,9
25|4,6,6,3
37|15,5,9,1
18|,3,12,5
12|37.6,0,12,0
25|18,3,2,5
12|37.19,0,12,0
12|37.34,0,1,6
22|12,5,1,6
11|25,1,5,5
4|12.37,6,6,3
25|36,3,2,0
2|25,11,5,12
36|4,6,6,3
33|12.37.12,11,5,11
12|22,2,1,6
25|12.7,3,2,12
37|21,5,9,1
3|25,12,5,11
12|37.18,0,6,5
18|12.36,3,5,5
36|3,12,10,9
32|36,11,5,10
37|11,1,5,5
12|37.0,0,9,1
37|24,12,10,9
2|36,11,3,7
25|34,0,1,6
12|36.33,11,3,7
12|36.13,1,5,5
12|20,0,11,11
12|25.17,0,5,10
12|37.9,0,7,1
24|27,12,10,9
18|12.31,4,5,12
37|10,6,6,3
10|12.36,8,6,3
27|3.12,12,10,9
10|30,6,6,3
23|36,10,8,8
2|12,11,3,7
34|22,2,1,6
11|25.12.37,1,8,12
37|20,0,11,11
22|,2,5,11
12|34.28,5,1,6
37|23,10,8,8
12|37.23,10,8,8
27|24.3.25,12,5,9
12|34,2,1,6
1|12.29,7,8,4
37|12.21,5,9,1
26|2.25,11,5,12
7|,3,2,12
25|7,3,2,12
6|19.12,9,11,11
26|36,11,3,7
15|36.0,5,9,1
6|12,9,5,11
12|7,3,2,12
7|18,4,2,12
12|21,5,9,1
16|,10,8,8
25|,3,8,8
12|36.34,0,1,6
36|24.3,12,10,9
12|37.12,11,5,11
12|36.6,9,6,3
12|36.12.36,0,0,1
36|15,5,9,1
36|1,7,2,4
37|16,10,7,3
19|36,9,11,11
20|19,9,12,0
20|6,9,11,11
12|37.15,5,9,1
19|12.37.21,9,9,1
34|25,2,1,6
8|36,11,5,8
1|,7,5,11
10|36,11,6,3
5|16,10,8,8
11|12.36,8,5,5
10|25,3,8,3
30|12,6,6,3
12|37.12.33,0,3,7
15|12.37.25,5,4,1
12|13.12.37,1,2,5
21|,5,1,6
36|8,11,0,8
12|1,7,2,4
33|,11,3,7
37|33,11,5,11
27|24.12,12,10,9
24|12,12,10,9
