grade,struc0,struc1,struc2,struc3
0.0,1.3991416309012876,1.4678111587982832,5.776824034334764,0.06437768240343347
0.5,1.4320987654320987,1.691358024691358,5.296296296296297,0.037037037037037035
0.7,1.2,0.5,5.7,0.0
0.8,1.5935828877005347,1.6363636363636365,6.561497326203209,0.0374331550802139
0.9,2.1801541425818884,1.8246628131021194,9.29961464354528,0.06551059730250482
1.0,1.9099431381589058,2.0037395625224117,6.774243122790841,0.07965780441575739
