source,target,value
20|21.14,29|20.21.14,1.0
29|21.20,100|,1.0
18|13,40|18.13,1.0
18|40.18.21,11|,1.0
36|9,9|36,1.0
18|40.18.11,21|18,1.0
12|9,18|12,1.0
29|20.18,100|,0.4838709677419355
29|20.18,21|29,0.5161290322580645
39|21,21|,1.0
15|14,100|,0.17543859649122806
15|14,13|15,0.8245614035087719
18|40.18.9.12,100|,0.625
18|40.18.9.12,21|18,0.375
9|12,36|9,0.2
9|12,18|9.12,1.0
9|12,37|9,0.09090909090909091
36|15,15|,1.0
1|,18|1,1.0
20|18,100|,0.12790697674418605
20|18,21|20.18,1.0
20|18,18|20,1.0
20|18,29|20.18,0.5161290322580645
18|14.18,21|18,0.171875
18|14.18,40|18.14.18,1.0
40|21,21|,1.0
13|15,100|,0.7590361445783133
13|15,18|13,0.24096385542168675
36|20,20|36,1.0
18|40.18.9.28,100|,1.0
14|18,100|,0.06349206349206349
14|18,11|,0.03492063492063492
14|18,21|14,0.23492063492063492
14|18,18|14.18,0.171875
14|18,20|14,0.2634920634920635
14|18,29|14,0.11746031746031746
24|,18|,1.0
15|13,18|15,0.1782608695652174
15|13,14|15,0.27391304347826084
15|13,36|15,0.06739130434782609
15|13,100|,0.48043478260869565
20|29.18,21|20.29,1.0
18|9.12,40|18.9.12,1.0
36|18,18|36,1.0
13|14,15|13.14,0.1111111111111111
18|38,100|,1.0
20|,14|,0.033093525179856115
20|,36|20,1.0
20|,37|20,1.0
20|,100|,0.1237410071942446
20|,21|20,0.5
20|,18|20,0.5238095238095238
20|,29|20,0.47619047619047616
18|14,100|,0.26744186046511625
18|14,13|18,0.12790697674418605
18|14,40|18.14,1.0
18|14,21|18,0.11764705882352941
15|13.18,100|,0.43874643874643876
15|13.18,18|15,0.150997150997151
15|13.18,14|15,0.35327635327635326
15|13.18,36|15.13.18,1.0
18|22,40|,1.0
28|12,9|28,1.0
29|14,20|29.14,1.0
20|29.14,21|20.29,1.0
12|18.40,18|12,1.0
14|18.40.18.9,18|14.18,1.0
29|21.18,20|29.21,1.0
39|,18|39,1.0
39|,21|,0.18032786885245902
9|36,18|9.36,1.0
9|36,12|9,0.23255813953488372
18|37,100|,1.0
36|21,21|36,1.0
18|29,100|,0.3469387755102041
18|29,40|18.29,1.0
14|29,100|,0.74
14|29,18|14,0.26
29|20.21.14,100|,1.0
29|,36|29,1.0
29|,21|29,0.32786885245901637
29|,20|29,0.4188034188034188
29|,100|,0.3646322378716745
29|,14|29,0.74
29|,18|29,1.0
18|40.18.9.18,21|18,1.0
18|9.18,40|18.9.18,1.0
36|29,29|36,1.0
14|,100|,0.3108108108108108
14|,11|,0.02610441767068273
14|,20|14,0.17708333333333334
14|,13|14,1.0
14|,15|14,0.17543859649122806
14|,18|14,0.2725225225225225
14|,29|14,1.0
14|,21|14,0.21875
14|,36|14,1.0
37|21,21|,1.0
29|36,100|,1.0
9|28.18,12|9,0.5555555555555556
9|28.18,18|9.28,0.4444444444444444
28|18,12|28,0.5275590551181102
28|18,9|28.18,0.5555555555555556
28|18,18|28.18,1.0
8|,18|,1.0
18|9,40|18.9,1.0
40|18.13,18|40.18.13,1.0
20|21,29|20,1.0
20|21,36|20,0.08778625954198473
36|14,14|,1.0
9|12.28,18|9.12,1.0
21|20.18,29|21.20,1.0
11|,14|,0.23809523809523808
11|,21|11,1.0
11|,18|11,1.0
20|29,100|,0.48717948717948717
20|29,18|20,0.09401709401709402
20|29,21|20.29,1.0
18|40.18.15,100|,1.0
18|39,100|,1.0
18|39,21|18,0.4074074074074074
14|13,15|14,1.0
29|21,100|,0.20408163265306123
29|21,36|29,0.16326530612244897
29|21,20|29.21,1.0
29|21,18|29,0.11224489795918367
18|40.18.14,100|,0.5454545454545454
