source,target,value
40|28,28|,1.0
29|21.20,100|,1.0
9|12.28.14,100|,1.0
18|13,40|18.13,1.0
36|9,9|36,1.0
20|29.14,21|20.29,1.0
14|18.40,13|14,0.49333333333333335
14|18.40,15|14,0.21333333333333335
14|18.40,18|14.18,0.29333333333333333
5|,14|,0.040145985401459854
5|,25|5,1.0
5|,36|5,1.0
5|,18|5,0.06060606060606061
14|2,100|,0.41
14|2,6|14,0.21
14|2,18|14,0.38
18|14.18,2|18,0.2222222222222222
18|14.18,40|18.14.18,0.7777777777777778
18|14.18,21|18,0.171875
30|6.2,100|,0.7083333333333334
30|6.2,18|30.6.2,1.0
40|21,21|,1.0
18|2.14,40|18.2,1.0
2|30,14|2,0.27049180327868855
2|30,100|,0.48770491803278687
2|30,18|2.30,0.5945945945945946
36|20,20|36,1.0
40|18.2.30,18|40.18.2.30,1.0
12|14.18,28|12,0.5625
12|14.18,18|12,0.4375
28|,100|,0.06294706723891273
28|,14|28,1.0
28|,40|28,1.0
28|,9|28,0.2718168812589413
28|,39|28,1.0
28|,12|28,0.44206008583690987
28|,36|28,0.04148783977110158
28|,37|28,1.0
28|,18|28,1.0
36|15,15|,1.0
18|9.12,40|18.9.12,1.0
30|6.14,2|30,1.0
6|18.40.18.2,30|6.18.40.18.2,1.0
36|18.30,18|36.18.30,1.0
29|20.21.14,100|,1.0
18|14,100|,0.16666666666666666
18|14,28|18,0.08974358974358974
18|14,40|18.14,0.6416666666666667
18|14,39|18,0.08333333333333333
18|14,12|18,0.09615384615384616
18|14,21|18,0.11764705882352941
18|14,13|18,0.12790697674418605
18|14,2|18,0.10833333333333334
5|18,25|5,0.29508196721311475
5|18,18|5,0.7049180327868853
40|18.30,18|40.18.30,1.0
29|14,20|29.14,1.0
18|40.18.2,14|18.40,0.2222222222222222
18|40.18.2,6|18.40.18.2,1.0
18|40.18.2,100|,0.31746031746031744
40|18.5.36,18|40.18.5.36,1.0
30|6.18.40.18.2,100|,1.0
29|21.18,20|29.21,1.0
6|30,100|,1.0
40|18.9,18|40.18.9,1.0
9|36,18|9.36,0.1518987341772152
9|36,12|9,0.25316455696202533
9|36,100|,0.5949367088607594
18|40.18.12,100|,1.0
18|40.18.12,28|18,0.48148148148148145
18|40.18.12,9|18,0.5185185185185185
36|21,21|36,1.0
36|,13|,0.10655737704918032
36|,28|36,1.0
36|,9|36,0.28865979381443296
36|,21|36,1.0
36|,5|36,1.0
36|,12|36,0.7435897435897436
36|,18|36,0.5308641975308642
36|,14|,0.055762081784386616
36|,30|,0.1111111111111111
36|,29|36,1.0
36|,20|36,1.0
36|,2|,0.08024691358024691
36|,6|36,1.0
36|,15|,0.32786885245901637
14|29,100|,0.74
14|29,18|14,0.26
9|12.28,18|9.12,1.0
14|21,29|14,1.0
11|,14|,0.23809523809523808
11|,21|11,1.0
11|,18|11,1.0
29|36,100|,1.0
40|18.14.18,18|40.18.14.18,1.0
25|5,18|25,1.0
2|18,6|2,0.2923076923076923
2|18,18|2.18,1.0
2|18,100|,0.10256410256410256
2|18,14|2.18,0.5625
2|18,30|2,0.05128205128205128
18|39,100|,0.6129032258064516
18|39,6|,0.3870967741935484
18|39,21|18,0.4074074074074074
13|15,100|,0.7590361445783133
13|15,18|13,1.0
18|40.18.25,100|,1.0
36|6,6|36,1.0
36|14,14|,1.0
13|,100|,0.12831858407079647
13|,18|13,0.39316239316239315
13|,36|13,1.0
13|,15|13,0.5641025641025641
13|,14|13,0.042735042735042736
36|2,2|,1.0
28|18,12|28,0.6342182890855457
28|18,9|28.18,0.17699115044247787
28|18,100|,0.0471976401179941
28|18,14|28,0.06489675516224189
28|18,18|28.18,0.07669616519174041
39|18,18|39,1.0
29|21,100|,0.20408163265306123
29|21,36|29,0.16326530612244897
29|21,20|29.21,1.0
29|21,18|29,0.11224489795918367
33|,18|33,1.0
6|,100|,0.06828528072837632
6|,14|6,1.0
6|,40|6,1.0
6|,2|6,1.0
6|,18|,0.04704097116843703
6|,30|,0.6783004552352049
6|,37|6,1.0
6|,39|6,1.0
6|,36|6,1.0
13|18,15|13.18,0.05698005698005698
13|18,100|,0.03009259259259259
13|18,14|13,0.046296296296296294
13|18,18|13,0.06712962962962964
40|18.29,18|40.18.29,1.0
21|11,20|21,1.0
36|5,5|36,1.0
36|15.13.18,15|36.15.13.18,1.0
8|,18|,1.0
9|28,36|9,0.1951219512195122
9|28,12|9,0.2682926829268293
9|28,18|9.28,1.0
12|,100|,0.13416320885200553
12|,36|12,0.07330567081604426
12|,18|12,0.12448132780082988
12|,9|12,0.46196403872752423
12|,14|,0.04149377593360996
12|,40|12,1.0
12|,37|12,1.0
12|,28|12,0.12863070539419086
20|37,29|20,1.0
40|18.12,18|40.18.12,1.0
21|,100|,0.20451527224435592
21|,37|21,1.0
21|,39|21,1.0
21|,29|21,0.2
21|,18|21,0.5
21|,14|21,1.0
21|,38|21,1.0
21|,36|21,1.0
21|,40|21,1.0
21|,20|21,0.3
18|9,14|18,0.1643835616438356
18|9,100|,0.2465753424657534
18|9,40|18.9,0.589041095890411
14|9,100|,0.6984126984126984
14|9,18|14,0.30158730158730157
15|14,100|,0.17543859649122806
15|14,13|15,0.8245614035087719
30|2,100|,0.5217391304347826
30|2,6|30,0.4782608695652174
23|,33|,1.0
9|12.18,36|9,1.0
18|12,40|18.12,0.7833333333333333
18|12,36|18,0.21666666666666667
5|36,18|5.36,1.0
14|2.18,18|14,0.4375
14|2.18,6|14,0.5625
12|36,9|12,0.7435897435897436
12|36,100|,0.2564102564102564
38|18,18|38,1.0
18|28,40|,1.0
18|40,30|18,0.01832460732984293
18|40,2|18,0.15706806282722513
18|40,13|18.40,1.0
18|40,14|18.40,0.2670157068062827
18|40,21|18,0.01740506329113924
18|40,15|18,0.04746835443037975
18|40,29|18,0.03297997644287397
18|40,13|18,0.3322784810126582
18|40,20|18,0.07891637220259129
18|40,9|18,0.030112923462986198
18|40,0|,0.013801756587202008
18|40,100|,0.2526178010471204
18|40,11|,0.01963350785340314
18|40,28|18,0.28983688833124216
18|40,14|18,0.2626619552414605
18|40,24|,1.0
18|40,25|,0.018820577164366373
18|40,6|,0.2526178010471204
18|40,12|18.40,0.10414052697616061
40|,28|,0.022935779816513763
40|,18|40,0.9734299516908212
40|,9|,0.014908256880733946
40|,6|40,1.0
40|,12|,0.01261467889908257
40|,21|,0.02254791431792559
40|12,12|,1.0
40|18.9.36,18|40.18.9.36,1.0
5|25,36|5,0.2692307692307692
5|25,18|5,0.7307692307692307
9|38,100|,1.0
2|6,30|2,1.0
18|40.18.5.36,100|,1.0
21|18,14|21,0.05063291139240506
21|18,29|21.18,1.0
21|18,100|,0.07278481012658228
21|18,20|21,0.6170886075949367
21|18,18|21,0.07911392405063292
29|20.36,100|,1.0
28|9,100|,1.0
37|15,15|,1.0
36|12,12|36,1.0
15|36.15.13.18,14|15,1.0
14|6,30|14,1.0
18|21,100|,0.36585365853658536
18|21,40|18.21,1.0
0|,18|0,1.0
18|5,40|,0.9393939393939394
18|5,36|18,0.06060606060606061
28|36,9|28,1.0
37|,28|37,1.0
37|,18|37,0.7692307692307693
37|,6|,0.23076923076923078
37|,9|,0.16455696202531644
37|,12|,0.189873417721519
37|,20|37,1.0
37|,21|,0.13924050632911392
37|,15|,0.2545454545454545
14|28,12|,1.0
37|20,20|37,1.0
38|9,9|38,1.0
12|28,36|12,0.1111111111111111
12|28,18|12,0.053763440860215055
12|28,9|12.28,0.8351254480286738
25|,18|25,1.0
25|,5|25,0.2692307692307692
18|28.18,12|18,1.0
28|37,9|28,1.0
21|29,36|21,0.32786885245901637
21|29,100|,0.6721311475409836
40|18.2,18|40.18.2,0.2222222222222222
20|29.18,21|20.29,1.0
18|5.36,40|18.5.36,1.0
18|0,40|,1.0
6|36,30|6.36,1.0
18|36.18.30,100|,1.0
18|11,40|18.11,1.0
18|11,36|18,0.07407407407407407
20|36,29|20.36,1.0
20|21.14,29|20.21.14,1.0
30|18,6|30,1.0
18|40.18.21,11|,1.0
18|40.18.11,21|18,1.0
12|9,100|,1.0
12|9,18|12,1.0
20|29.21,100|,1.0
39|21,21|,1.0
36|30,30|,1.0
18|40.18.9.12,100|,0.625
18|40.18.9.12,21|18,0.375
9|12,100|,0.444794952681388
9|12,38|9,0.031545741324921134
9|12,37|9,0.031545741324921134
9|12,18|9.12,0.1608832807570978
9|12,14|9,0.17350157728706625
9|12,36|9,0.12302839116719243
9|12,28|9,0.03470031545741325
18|40.18.30,100|,1.0
18|40.18.2.18,6|18.40.18.2,1.0
37|18,18|37,1.0
20|18,100|,0.12790697674418605
20|18,21|20.18,1.0
20|18,18|20,1.0
20|18,29|20.18,0.5161290322580645
15|18,100|,0.16417910447761194
15|18,13|15,0.5079365079365079
15|18,18|15,0.49206349206349204
18|40.18.2.30,100|,1.0
6|14,30|6.14,1.0
18|33,40|,1.0
21|36,100|,1.0
14|18,100|,0.084375
14|18,6|14,0.196875
14|18,11|,0.03492063492063492
14|18,12|14.18,0.5625
14|18,28|14,0.31343283582089554
14|18,30|14,0.034375
14|18,20|14,0.2634920634920635
14|18,2|14,0.4375
14|18,18|14.18,0.246875
14|18,29|14,0.11746031746031746
14|18,21|14,0.23492063492063492
24|,18|24,1.0
15|13,18|15,0.8807339449541285
15|13,14|15,0.11926605504587157
15|13,36|15,0.06739130434782609
15|13,100|,0.48043478260869565
28|14,9|28.14,1.0
28|14,18|28,0.10638297872340426
28|14,12|28.14,0.7755102040816326
12|18,14|,0.09420289855072464
12|18,18|12,0.2028985507246377
12|18,100|,0.08695652173913043
12|18,28|12,0.38405797101449274
12|18,9|12.18,1.0
36|18,18|36,1.0
40|6,6|40,1.0
37|28,28|37,1.0
18|38,100|,1.0
