sequence,Gephi,KMeans_15D,KMeans_2D
12|26,1,0,2
12|32,1,0,2
34|22,1,0,2
12|15,1,0,2
19|6,1,0,2
12|29,1,0,2
25|6,1,0,2
33|2,1,0,2
2|26,1,0,2
12|22,1,0,2
12|19,1,0,2
19|20,1,0,2
12|20,1,0,2
6|19,1,0,2
28|25,1,3,3
17|25,1,3,3
6|25,1,3,3
20|25,1,3,3
12|7,1,0,2
18|7,1,0,2
2|25,1,3,3
19|25,1,3,3
12|6,1,0,2
29|1,1,0,2
23|36,1,3,3
22|25,1,3,3
10|25,1,3,3
12|10,1,0,2
32|25,1,0,2
12|18,1,0,2
29|25,1,0,2
23|25,1,3,3
12|0,1,0,2
12|1,1,0,2
12|17,1,0,2
6|,1,0,2
31|25,1,3,3
1|25,1,0,2
7|36,1,3,3
30|25,1,0,2
25|18,1,0,2
25|13,1,0,1
25|27,1,0,1
2|36,1,3,3
6|36,1,0,1
15|25,1,3,3
27|36,1,0,1
22|36,1,0,1
21|36,1,0,1
30|4,1,0,1
32|36,1,0,1
12|30,1,0,1
26|33,1,0,1
12|4,1,0,1
28|34,1,0,1
24|27,1,0,1
12|28,1,0,1
12|2,1,2,0
11|9,1,2,0
22|28,1,0,1
12|16,1,0,1
25|8,1,0,1
9|8,1,0,1
3|36,1,3,3
25|16,1,0,1
10|36,1,3,3
12|27,1,0,1
12|3,1,0,2
19|9,1,2,0
16|23,1,0,1
13|36,1,0,1
12|33,1,0,1
13|11,1,0,1
20|36,1,0,1
12|5,1,0,1
31|7,1,2,0
18|31,1,2,0
25|10,1,2,0
17|36,1,0,1
25|2,1,2,0
25|33,1,0,1
11|36,1,0,1
17|12,1,1,0
1|36,1,0,1
12|11,1,0,1
25|30,1,0,1
11|25,1,0,1
21|12,1,1,0
10|30,1,0,1
11|13,1,0,1
25|24,1,0,2
25|29,1,2,0
7|31,1,2,0
6|12,1,1,0
2|33,1,2,0
11|18,1,0,1
0|21,1,0,1
0|36,1,0,1
30|12,1,1,0
3|24,1,0,1
34|25,1,0,1
24|12,1,1,0
18|36,1,0,1
28|12,1,1,0
24|,1,1,0
24|3,1,0,1
12|13,1,0,1
12|21,1,0,1
26|36,1,3,3
36|7,1,3,3
15|36,1,0,1
26|12,1,1,0
19|36,1,0,1
33|12,1,1,0
7|18,1,0,2
10|4,1,2,0
12|8,1,0,1
7|,1,1,0
36|15,1,3,3
33|36,1,0,1
29|36,1,0,1
29|31,1,2,0
36|29,1,3,3
36|10,1,2,0
27|3,1,0,1
4|36,1,0,1
3|25,1,0,2
18|11,1,0,1
15|21,1,0,1
36|34,1,3,3
36|3,1,3,3
26|25,1,3,3
33|25,1,0,1
16|25,1,0,1
22|,1,1,0
32|17,1,0,2
36|32,1,3,3
25|3,1,2,0
8|25,1,0,1
23|8,1,2,0
36|19,1,3,3
33|,1,1,1
22|34,1,2,0
18|25,1,0,1
23|5,1,0,1
27|,1,1,1
36|9,1,3,3
20|6,1,0,2
36|26,1,3,3
25|11,1,0,1
26|,1,1,1
28|,1,1,1
17|32,1,0,1
0|15,1,0,1
36|30,1,3,3
36|1,1,3,3
4|12,1,1,0
25|17,1,0,1
36|8,1,3,3
36|2,1,3,3
36|22,1,2,0
24|25,1,0,2
12|34,1,0,1
16|,1,1,1
4|,1,1,1
34|28,1,0,1
36|17,1,3,3
1|,1,1,0
25|36,1,0,1
25|34,1,0,1
25|1,1,0,1
36|18,1,3,3
30|,1,1,1
32|,1,1,0
36|6,1,3,3
16|36,1,0,1
20|19,1,0,1
23|,1,1,0
0|12,1,1,0
9|36,1,0,1
25|4,1,0,1
20|,1,1,0
17|,1,0,1
29|,1,1,0
2|,1,1,0
12|9,1,0,1
34|,1,1,0
8|,1,1,0
36|20,1,3,3
19|,1,1,0
3|,1,1,0
5|23,1,1,1
6|20,1,0,1
21|,1,1,1
11|,1,1,0
25|7,1,0,1
15|,1,1,0
36|0,1,3,3
16|12,1,0,0
15|0,1,2,0
36|24,1,3,3
27|12,1,0,1
9|,1,1,0
25|21,1,0,1
5|16,1,2,0
10|,1,1,0
5|,1,1,0
18|,1,1,0
12|31,1,1,1
0|,1,1,1
36|25,1,3,3
24|36,1,3,3
25|,1,1,1
13|,1,1,0
12|25,1,1,1
12|,1,1,1
31|,1,1,0
16|37,1,0,1
36|,1,1,1
37|,1,1,1
