Id,modularity_class
18|36.29,0
18|36.10,0
18|3.5,15
36|2.18.37,2
34|,6
31|36.17,5
18|36.23,0
18|37.18.37.18.37.32,13
18|36.26,0
18|36.18.37.29,0
24|10,9
16|24,10
18|36.30,12
32|,5
9|18.36,3
28|18.37.18,11
18|37.5,1
36|23,10
31|32,5
27|12.24,8
12|28,8
26|16,10
18|29,15
18|36.18,0
7|37,7
18|26,15
21|33,6
33|36.4,14
18|37.18.37.31,5
18|37.18.37.20,4
5|18.36.18,1
37|12,11
23|18.36.18,10
21|36.4,14
18|37.18.37.18.37.16,4
5|18.14,1
24|16,9
18|21,15
18|,9
14|18.36,11
21|18,6
26|23,10
33|,14
24|6,6
18|37.18.37.30,12
18|37.23,10
36|25.15,7
24|,9
13|36.30,12
34|18.6,6
0|,13
16|26.23.24,10
14|24,2
37|18,15
18|37.27,11
18|8,15
37|24.22,9
24|7,9
25|18.37,7
37|18.37,11
37|34,6
6|34,6
36|30.24,12
18|36,5
37|20,13
36|21.4,14
12|27,11
36|20,0
16|26,10
17|31,5
13|8,11
12|18.36,8
18|37.24,9
14|18.37.24,2
22|18.37.18.37,3
21|,6
36|,5
18|23,15
18|6,6
10|36.2,2
12|18,8
28|36,11
27|36,8
36|10,0
23|18.37.18,10
36|18,0
18|37.18.37.23,4
26|36.23,10
9|,3
7|,7
18|37.22,3
18|37.18.37.22,3
5|18.37.18.37.18.37,1
36|27.12,11
18|37.18.37.18.37.30,12
36|5,0
7|15,7
37|33,14
18|2,2
18|37.32,5
18|14,2
6|18.14,6
18|36.32,0
23|24,10
34|6.36,6
18|36.9,0
36|33,0
27|28,11
31|18.36,5
16|,10
22|9.36,3
37|28.27,8
30|13,12
4|18,14
36|22,0
6|14,6
34|18.37,6
14|,2
16|23,10
37|,6
37|11,13
36|28,0
18|36.16,11
18|0,15
5|3.18,9
19|,4
6|18,6
18|37.12,11
37|18.37.18.37,4
18|37.18.36.16,11
18|37.11,13
37|18.37.28.27,8
37|2,2
24|30.18,9
2|36,2
34|24,6
10|18,2
18|37.8,12
37|3,1
36|6.24,6
37|15,7
