190,61,0.6382978723404256
190,1,0.3617021276595745
207,12,1.0
13,152,0.7532467532467533
13,12,0.24675324675324675
171,143,0.3
171,12,0.43333333333333335
171,125,0.26666666666666666
192,12,1.0
25,122,1.0
25,81,0.01500441306266549
25,176,0.01412180052956752
25,15,1.0
25,129,0.17272727272727273
25,20,0.00706090026478376
25,12,0.5428067078552515
25,168,0.01147396293027361
25,31,0.01500441306266549
25,109,0.00706090026478376
25,40,0.0176522506619594
25,16,0.05263157894736842
208,12,1.0
152,164,0.24390243902439024
152,12,0.5069686411149826
152,84,0.21311475409836064
152,176,0.02264808362369338
152,134,0.13114754098360656
152,48,0.15384615384615385
170,149,0.25806451612903225
170,12,0.7419354838709677
72,42,1.0
72,128,0.275
72,12,0.20918367346938777
72,152,0.4914965986394558
72,176,0.01870748299319728
72,20,0.023809523809523808
72,22,0.8181818181818182
155,40,0.38636363636363635
155,12,0.6136363636363636
134,61,0.8688524590163934
134,218,0.13114754098360656
212,12,1.0
198,72,0.04827586206896552
198,23,0.11264367816091954
198,127,0.020689655172413793
198,68,0.02528735632183908
198,179,0.02528735632183908
198,130,0.027586206896551724
198,109,0.04827586206896552
198,78,0.03908045977011494
198,12,0.4459770114942529
198,165,0.01839080459770115
198,25,0.01839080459770115
198,31,0.027586206896551724
198,20,0.027586206896551724
198,49,0.041379310344827586
198,103,0.027586206896551724
198,40,0.020689655172413793
198,9,0.02528735632183908
179,12,0.2647058823529412
179,67,0.6296296296296297
179,149,0.04145077720207254
179,95,0.10714285714285714
179,101,0.28
179,40,0.027777777777777776
178,165,0.46153846153846156
178,12,0.28205128205128205
178,50,0.2564102564102564
140,12,1.0
109,117,0.12903225806451613
109,23,0.1038961038961039
109,12,0.3246753246753247
109,31,0.017857142857142856
109,176,0.01461038961038961
109,146,0.6296296296296297
109,120,0.09883720930232558
110,23,0.08928571428571429
110,12,0.48412698412698413
110,52,1.0
110,113,1.0
110,46,0.4166666666666667
110,102,0.8412698412698413
110,103,0.017857142857142856
36,61,0.42857142857142855
36,99,0.5714285714285714
11,72,0.11538461538461539
11,23,0.06804733727810651
11,12,0.2781065088757396
11,31,0.22781065088757396
11,152,0.04142011834319527
11,55,0.13313609467455623
11,40,0.13609467455621302
4,40,0.12359550561797752
4,23,0.1348314606741573
4,12,0.7415730337078652
97,12,1.0
28,12,1.0
173,112,0.36363636363636365
173,12,0.30303030303030304
173,137,0.3333333333333333
153,212,1.0
73,198,0.27631578947368424
73,12,0.5
73,57,0.2236842105263158
31,176,0.04310344827586207
31,41,0.2564102564102564
31,125,0.16
31,143,0.3333333333333333
31,130,0.017241379310344827
31,109,0.015804597701149427
31,104,0.017241379310344827
31,12,0.2514367816091954
31,191,0.29545454545454547
31,214,0.21019108280254778
31,93,0.01293103448275862
120,177,0.046511627906976744
120,23,0.09883720930232558
120,12,0.3372093023255814
120,73,0.3081395348837209
120,142,0.20930232558139536
209,61,1.0
61,127,0.005217232121064193
61,130,0.015926287527459115
61,103,0.00958018061996583
61,152,0.005766414449597267
61,49,0.0068952892360263605
61,25,0.03206614596045887
61,50,0.6153846153846154
61,193,0.007810593116914816
61,89,0.2153846153846154
61,72,0.01037344398340249
61,9,0.010037832560410057
61,81,0.005674884061508421
61,38,0.38666666666666666
61,68,0.007169880400292897
61,179,0.010037832560410057
61,12,0.5886014156700025
61,31,0.013149865755430803
61,104,0.012875274591164266
61,109,0.012417622650720038
61,194,0.16981132075471697
61,23,0.08481815962899683
61,58,1.0
61,55,0.005613863802782524
61,106,0.24285714285714285
61,78,0.010648035147669026
61,185,0.125
61,20,0.01058701488894313
61,30,0.13333333333333333
61,147,0.0016780571149621673
61,201,0.23809523809523808
61,37,0.2033898305084746
61,116,0.26865671641791045
61,168,0.030021967293141324
61,165,0.16942148760330578
61,40,0.06577983890651697
114,12,1.0
59,110,1.0
165,112,0.1446280991735537
165,137,0.16942148760330578
165,12,0.2809917355371901
165,83,0.1859504132231405
165,40,0.0371900826446281
165,135,0.18181818181818182
30,77,0.13333333333333333
30,12,0.30666666666666664
30,5,0.21333333333333335
30,10,0.3466666666666667
103,91,0.8305785123966942
103,131,0.36363636363636365
103,12,0.14344262295081966
103,153,1.0
103,157,0.1111111111111111
103,205,0.55
111,94,0.6
111,23,0.09205020920502092
111,12,0.3054393305439331
111,207,1.0
111,40,0.016736401673640166
111,74,0.1
53,149,1.0
159,61,0.6829268292682927
159,173,0.3170731707317073
158,74,1.0
200,12,0.4
200,201,0.6
176,81,0.02406417112299465
176,68,0.0106951871657754
176,179,0.01871657754010695
176,12,0.22058823529411764
176,31,0.0106951871657754
176,152,0.012032085561497326
176,112,0.3088235294117647
176,83,1.0
176,40,0.02540106951871658
176,135,0.6231884057971014
176,137,0.20430107526881722
22,61,0.8181818181818182
22,126,0.18181818181818182
161,23,0.21739130434782608
161,12,0.391304347826087
161,174,0.391304347826087
0,12,1.0
177,41,0.34615384615384615
177,12,0.3076923076923077
177,125,0.34615384615384615
43,12,0.3076923076923077
43,7,0.6923076923076923
100,180,1.0
17,77,0.1232876712328767
17,150,0.17123287671232876
17,12,0.4315068493150685
17,5,0.17123287671232876
17,186,0.10273972602739725
213,12,1.0
42,188,1.0
144,152,1.0
76,17,0.45454545454545453
76,12,0.2727272727272727
76,6,0.2727272727272727
142,12,0.5652173913043478
142,40,0.30434782608695654
142,109,0.13043478260869565
5,12,0.7586206896551724
5,67,0.2413793103448276
188,12,0.5897435897435898
188,84,0.41025641025641024
136,114,1.0
136,23,0.10204081632653061
136,12,0.5830903790087464
136,105,1.0
136,86,1.0
136,127,0.043731778425655975
60,12,0.7037037037037037
60,185,0.2962962962962963
24,159,0.19642857142857142
24,112,0.44642857142857145
24,204,0.21428571428571427
24,12,0.14285714285714285
1,92,0.47368421052631576
1,12,0.5263157894736842
164,13,0.24390243902439024
164,12,0.4878048780487805
164,198,0.2682926829268293
35,12,1.0
64,111,1.0
9,119,1.0
9,12,0.1017274472168906
9,39,1.0
9,166,0.48
9,36,0.5714285714285714
9,197,0.6794625719769674
205,61,0.45
205,70,0.55
62,165,0.1267605633802817
62,40,0.1267605633802817
62,12,0.7464788732394366
105,44,1.0
44,12,0.5483870967741935
44,140,0.45161290322580644
46,27,0.4166666666666667
46,12,0.5833333333333334
219,91,0.85
219,12,0.15
151,32,0.10752688172043011
151,64,0.3978494623655914
151,12,0.23655913978494625
151,79,0.12903225806451613
151,8,0.12903225806451613
32,61,0.6984126984126984
32,90,0.30158730158730157
12,9,0.0003080596095344449
12,81,0.0003080596095344449
12,127,0.0003465670607262505
12,21,1.0
