36 22 => 37 0.3333333333333333
36 22 => 28 0.6666666666666666
21 37 => 12 1.0
12 34 => 25 0.13122171945701358
12 34 => 22 0.2398190045248869
12 34 => 37 0.23529411764705882
12 34 => 28 0.04524886877828054
12 34 => 36 0.1583710407239819
12 34 => 12 0.19004524886877827
36 16 => 37 1.0
16 5 => 23 1.0
18 12 => 25 0.2564102564102564
18 12 => 37 0.7435897435897436
27 36 => 12 1.0
17 12 => 25 0.12941176470588237
17 12 => 37 0.7647058823529411
17 12 => 32 0.10588235294117647
25 3 => 24 0.85
25 3 => 37 0.15
9 19 => 20 1.0
27 => 25 0.1125
27 => 3 0.0275
27 => 37 0.5075
27 => 24 0.105
27 => 36 0.105
27 => 12 0.1425
33 2 26 => 37 1.0
2 26 => 25 0.022988505747126436
2 26 => 36 0.05459770114942529
2 26 => 33 0.7729885057471264
2 26 => 37 0.10344827586206896
2 26 => 12 0.04597701149425287
10 12 => 37 1.0
36 12 => 25 0.04613057726241492
36 12 => 17 0.0065540710864633225
36 12 => 37 0.5328963952609025
36 12 => 6 0.00403327451474666
36 12 => 33 0.0025207965717166624
36 12 => 31 0.016385177716158307
36 12 => 22 0.007310310057978321
36 12 => 30 0.003024955886059995
36 12 => 2 0.009579026972523318
36 12 => 9 0.038064028232921605
36 12 => 11 0.011847743887068314
36 12 => 36 0.1202419964708848
36 12 => 1 0.008822788001008318
36 12 => 16 0.00201663725737333
36 12 => 29 0.012351903201411647
36 12 => 15 0.011847743887068314
36 12 => 0 0.01008318628686665
36 12 => 32 0.017141416687673303
36 12 => 7 0.004285354171918326
36 12 => 28 0.0025207965717166624
36 12 => 27 0.002268716914544996
36 12 => 34 0.007310310057978321
36 12 => 18 0.013108142172926645
36 12 => 4 0.003024955886059995
36 12 => 3 0.007814469372321654
36 12 => 19 0.01613309805898664
36 12 => 24 0.0027728762288883285
36 12 => 21 0.004537433829089992
36 12 => 10 0.008318628686664987
36 12 => 8 0.031005797832114948
36 12 => 5 0.002268716914544996
36 12 => 23 0.005041593143433325
36 12 => 26 0.0032770355432316612
36 12 => 20 0.007562389715149987
36 12 => 13 0.017897655659188303
25 6 20 => 19 1.0
36 12 18 => 36 0.3125
36 12 18 => 37 0.4375
36 12 18 => 7 0.25
12 20 6 => 37 0.39473684210526316
12 20 6 => 19 0.6052631578947368
4 36 => 12 1.0
4 12 => 25 0.16
4 12 => 37 0.84
30 37 => 12 1.0
25 26 33 => 37 1.0
12 27 => 37 1.0
8 37 12 => 25 0.032948929159802305
8 37 12 => 3 0.014827018121911038
8 37 12 => 37 0.6326194398682042
8 37 12 => 8 0.15650741350906094
8 37 12 => 18 0.018121911037891267
8 37 12 => 36 0.11367380560131796
8 37 12 => 9 0.018121911037891267
8 37 12 => 32 0.013179571663920923
36 12 34 => 22 0.47058823529411764
36 12 34 => 37 0.5294117647058824
32 37 => 12 1.0
25 18 => 37 1.0
6 37 => 12 1.0
0 36 => 21 0.20430107526881722
0 36 => 15 0.22580645161290322
0 36 => 12 0.5698924731182796
16 12 => 37 1.0
32 12 => 17 0.2962962962962963
32 12 => 37 0.7037037037037037
25 13 11 => 37 1.0
